k,run_id,random_seed,dataset,inertia,silhouette,calinski_harabasz,inertia/samples,calinski_harabasz/samples,silhouette/samples
9,12,13,eval,10205.932323054414,0.23164646259795185,778.8445876930194,3.8850142074816953,0.296476812977929,8.817908739929648e-05
9,13,14,train,31335.65307193056,0.23346295289509733,2342.5902156023367,3.8839431174926324,0.29035575304937244,2.8936905415852422e-05
9,13,14,eval,10207.736859415407,0.23195715155381885,778.6778603818257,3.885701126538031,0.2964133461674251,8.829735498813051e-05
9,14,15,train,31334.72401195943,0.23304782098883972,2342.663428834033,3.8838279638026068,0.2903648275699099,2.8885451287659855e-05
9,14,15,eval,10206.01562947373,0.23164646259795185,778.8445876930193,3.88504591909925,0.29647681297792894,8.817908739929648e-05
9,15,16,train,31335.33128230954,0.23338510789237046,2342.607707416058,3.8839032328098093,0.290357921097677,2.8927256803714733e-05
9,15,16,eval,10206.503868414864,0.2319128252016163,778.7659572381502,3.885231773283161,0.2964468813240009,8.828048161462363e-05
9,16,17,train,31334.69182672482,0.23307602713701472,2342.6668698052526,3.883823974556869,0.29036525406609476,2.888894733973906e-05
9,16,17,eval,10205.932323054414,0.23164646259795185,778.8445876930192,3.8850142074816953,0.2964768129779289,8.817908739929648e-05
9,17,18,train,31334.69182672482,0.23307602713701472,2342.6668698052526,3.883823974556869,0.29036525406609476,2.888894733973906e-05
9,17,18,eval,10205.932323054414,0.23164646259795185,778.8445876930197,3.8850142074816953,0.29647681297792905,8.817908739929648e-05
9,18,19,train,31335.686144189203,0.2334096272399455,2342.5605691127375,3.8839472166818547,0.2903520784720795,2.8930295889928792e-05
9,18,19,eval,10206.587573070225,0.23170159910106097,778.7696496699897,3.885263636494185,0.29644828689379127,8.820007579027826e-05
9,19,20,train,31334.749529750043,0.23308305249664518,2342.661916247541,3.883831126642296,0.2903646400901761,2.8889818108161278e-05
9,19,20,eval,10206.022673491367,0.23164646259795185,778.8445876930194,3.8850486004915745,0.296476812977929,8.817908739929648e-05
9,20,21,train,31334.691826724822,0.23307602713701472,2342.666869805252,3.8838239745568695,0.2903652540660947,2.888894733973906e-05
9,20,21,eval,10205.932323054412,0.23164646259795185,778.8445876930194,3.885014207481695,0.296476812977929,8.817908739929648e-05
9,21,22,train,31334.71587454505,0.23305447169429738,2342.664298816418,3.8838269551989404,0.29036493540114255,2.8886275619025457e-05
9,21,22,eval,10206.125563090627,0.23173232652395473,778.8558687321333,3.885087766688476,0.29648110724481663,8.821177256336305e-05
9,22,23,train,31334.55032060961,0.23299361982090805,2342.683389011066,3.8838064353755097,0.2903673015630969,2.8878733245030743e-05
9,22,23,eval,10206.752252514645,0.23178036630872859,778.8173417141971,3.8853263237589055,0.2964664414595345,8.823005950084834e-05
9,23,24,train,31334.653480456473,0.23326601479480072,2342.6717287998385,3.88381922167284,0.2903658563212492,2.8912495636440347e-05
9,23,24,eval,10205.881507623786,0.23183193687964948,778.8955294688437,3.88499486396033,0.29649620459415443,8.824969047569451e-05
9,24,25,train,31334.69182672482,0.23307602713701472,2342.6668698052526,3.883823974556869,0.29036525406609476,2.888894733973906e-05
9,24,25,eval,10205.932323054414,0.23164646259795185,778.8445876930194,3.8850142074816953,0.296476812977929,8.817908739929648e-05
9,25,26,train,31334.95452309787,0.23309032182916584,2342.640992557988,3.8838565348410845,0.29036204667302773,2.8890719116158385e-05
9,25,26,eval,10206.413080135491,0.23168697961280127,778.7916321016389,3.8851972136031563,0.2964566547779364,8.819451070148506e-05
9,26,27,train,31725.50217603623,0.2319669187610582,2301.3994053508886,3.932263531982676,0.285250298134716,2.8751477288182724e-05
9,26,27,eval,10368.225851982063,0.22995914660393052,762.1788349651533,3.94679324399774,0.2901327883384672,8.753678972361269e-05
9,27,28,train,31334.915666280547,0.23329423985863595,2342.6463624162784,3.8838517186763197,0.2903627122479274,2.8915994033048582e-05
9,27,28,eval,10206.876728676907,0.23186709729338192,778.7642551192134,3.8853737071476617,0.29644623339140214,8.826307472150054e-05
9,28,29,train,31334.45905132656,0.23321998007709396,2342.692530651345,3.883795122871413,0.29036843463700357,2.890678979636762e-05
9,28,29,eval,10206.37639660489,0.2316615831481905,778.8268905562828,3.8851832495640997,0.29647007634422645,8.818484322352132e-05
9,29,30,train,31334.71034701808,0.23324615048059236,2342.6648897723376,3.883826270081567,0.2903650086480339,2.8910033525110604e-05
9,29,30,eval,10206.561092554028,0.2317670328782142,778.8461555454755,3.8852535563585944,0.29647740980033327,8.822498396582194e-05
10,0,1,train,29800.939330534362,0.23563774257255984,2235.3511037416133,3.6937207896051514,0.27706384528279787,2.9206462887030224e-05
10,0,1,eval,9726.649693980355,0.23414355321111657,740.9858663684411,3.702569354389172,0.28206542305612525,8.91296357864928e-05
10,1,2,train,29800.79526179336,0.235638663420369,2235.3662386989645,3.693702932795409,0.27706572120711015,2.920657702285188e-05
10,1,2,eval,9726.263353995208,0.23398772395436077,740.9454222137186,3.7024222893015635,0.282050027489044,8.907031745502884e-05
10,2,3,train,30272.779213156835,0.2360987357697898,2186.5553930169303,3.752203670445815,0.271015789912857,2.926360135966656e-05
10,2,3,eval,9901.687670422656,0.23400286247140162,723.0327696559241,3.769199722277372,0.27523135502699814,8.907608011853888e-05
10,3,4,train,29800.806623909644,0.23563517157716846,2235.365045061053,3.6937043410894455,0.2770655732599223,2.9206144221265303e-05
10,3,4,eval,9726.444897410616,0.23419519723222748,740.921729662887,3.702491396045153,0.28204100862690784,8.914929472106108e-05
10,4,5,train,29800.795261793362,0.235638663420369,2235.366238698965,3.6937029327954094,0.2770657212071102,2.920657702285188e-05
10,4,5,eval,9726.263353995208,0.23398772395436077,740.9454222137186,3.7024222893015635,0.282050027489044,8.907031745502884e-05
10,5,6,train,29800.79526179336,0.235638663420369,2235.366238698965,3.693702932795409,0.2770657212071102,2.920657702285188e-05
10,5,6,eval,9726.263353995208,0.23398772395436077,740.9454222137186,3.7024222893015635,0.282050027489044,8.907031745502884e-05
10,6,7,train,29800.829017887947,0.23565385670990024,2235.3626924824875,3.6937071167436724,0.2770652816661487,2.9208460177231067e-05
10,6,7,eval,9726.63553384706,0.23414355321111657,740.9858663684413,3.7025639641595203,0.28206542305612536,8.91296357864928e-05
10,7,8,train,29800.832588748515,0.23565280715165807,2235.364888657728,3.6937075593391815,0.27706555387428455,2.9208330088207495e-05
10,7,8,eval,9726.240143163846,0.23419519723222748,740.9217296628872,3.7024134538118942,0.28204100862690795,8.914929472106108e-05
10,8,9,train,29800.820175558525,0.2356106438623492,2235.36362140476,3.693706020768285,0.2770653968027715,2.9203104097960982e-05
10,8,9,eval,9726.647606670129,0.23398772395436077,740.9454222137188,3.702568559828751,0.28205002748904406,8.907031745502884e-05
10,9,10,train,29800.945430168955,0.23562909389048448,2235.35046295553,3.693721545633237,0.2770637658596344,2.9205390913545423e-05
10,9,10,eval,9726.739811225074,0.23434244317941827,740.9585763628671,3.702603658631547,0.28205503477840393,8.920534570971385e-05
10,10,11,train,29800.916936556045,0.23561894546636192,2235.353456302762,3.6937180139509227,0.2770641368744127,2.9204133052350262e-05
10,10,11,eval,9726.419549551101,0.23419519723222748,740.9217296628871,3.702481747069319,0.2820410086269079,8.914929472106108e-05
10,11,12,train,29800.916936556052,0.23561894546636192,2235.353456302762,3.6937180139509236,0.2770641368744127,2.9204133052350262e-05
10,11,12,eval,9726.419549551101,0.23419519723222748,740.921729662887,3.702481747069319,0.28204100862690784,8.914929472106108e-05
10,12,13,train,29801.08799947963,0.23558477245747197,2235.335485669104,3.693739216593906,0.27706190947807435,2.919989742903718e-05
10,12,13,eval,9727.01042753428,0.2339495426551536,740.8894771109638,3.7027066720724324,0.28202873129461886,8.90557832718514e-05
10,13,14,train,29800.92303619064,0.2356102943053487,2235.3528155157164,3.6937187699790086,0.27706405745112994,2.9203060771609904e-05
10,13,14,eval,9726.526180108322,0.23419519723222748,740.9217296628872,3.7025223373080784,0.28204100862690795,8.914929472106108e-05
10,14,15,train,29800.806623909644,0.23563517157716846,2235.365045061053,3.6937043410894455,0.2770655732599223,2.9206144221265303e-05
10,14,15,eval,9726.444897410616,0.23419519723222748,740.9217296628872,3.702491396045153,0.28204100862690795,8.914929472106108e-05
10,15,16,train,30179.951422688842,0.23046102712371055,2196.0548789629565,3.7406979948796284,0.2721932175214373,2.8564827357921485e-05
10,15,16,eval,9844.549711200889,0.22799527546640305,728.4415675878114,3.7474494523033455,0.2772902807719115,8.678921791640771e-05
10,16,17,train,29800.866972539156,0.2356559546317163,2235.3587051999766,3.693711821088145,0.27706478745661584,2.920872020720331e-05
10,16,17,eval,9727.46280614771,0.23398772395436077,740.9454222137186,3.7028788755796387,0.282050027489044,8.907031745502884e-05
10,17,18,train,29800.81704758428,0.23563244238850742,2235.3639500111685,3.693705633066966,0.2770654375323709,2.920580594800538e-05
10,17,18,eval,9726.361081734794,0.23419519723222748,740.9217296628871,3.7024594905728185,0.2820410086269079,8.914929472106108e-05
10,18,19,train,29800.942342894556,0.2356102943053487,2235.3528155157155,3.693721162976519,0.27706405745112983,2.9203060771609904e-05
10,18,19,eval,9726.667743472091,0.23419519723222748,740.9217296628872,3.702576225151158,0.28204100862690795,8.914929472106108e-05
10,19,20,train,29800.84152363538,0.23563244238850742,2235.3639500111685,3.693708666786735,0.2770654375323709,2.920580594800538e-05
10,19,20,eval,9726.2582958059,0.23419519723222748,740.921729662887,3.7024203638393223,0.28204100862690784,8.914929472106108e-05
10,20,21,train,29800.831099960742,0.23563517157716846,2235.3650450610535,3.6937073748092146,0.27706557325992237,2.9206144221265303e-05
10,20,21,eval,9726.342111481721,0.23419519723222748,740.9217296628871,3.702452269311656,0.2820410086269079,8.914929472106108e-05
10,21,22,train,29800.795261793362,0.235638663420369,2235.3662386989645,3.6937029327954094,0.27706572120711015,2.920657702285188e-05
10,21,22,eval,9726.263353995208,0.23398772395436077,740.9454222137188,3.7024222893015635,0.28205002748904406,8.907031745502884e-05
10,22,23,train,30179.322885024863,0.23027116848193174,2196.0990797713753,3.7406200898642616,0.2721986960549548,2.8541295052296943e-05
10,22,23,eval,9842.916600774219,0.22812878497222386,728.5018048052624,3.746827788646448,0.277313210812814,8.684003995897369e-05
10,23,24,train,29800.829017887947,0.23565385670990024,2235.3626924824875,3.6937071167436724,0.2770652816661487,2.9208460177231067e-05
10,23,24,eval,9726.63553384706,0.23414355321111657,740.9858663684411,3.7025639641595203,0.28206542305612525,8.91296357864928e-05
10,24,25,train,29800.806623909644,0.23563517157716846,2235.365045061053,3.6937043410894455,0.2770655732599223,2.9206144221265303e-05
10,24,25,eval,9726.444897410616,0.23419519723222748,740.9217296628872,3.702491396045153,0.28204100862690795,8.914929472106108e-05
10,25,26,train,29800.839441562588,0.23565116894083224,2235.361597434249,3.6937084087211933,0.27706514593880127,2.9208127037782877e-05
10,25,26,eval,9726.55674654385,0.23414355321111657,740.9858663684414,3.7025339727993343,0.2820654230561254,8.91296357864928e-05
10,26,27,train,29800.798408886476,0.23562080775926247,2235.3659080835587,3.693703322866445,0.2770656802285026,2.92043638769537e-05
10,26,27,eval,9726.36379025158,0.23398772395436077,740.9454222137188,3.70246052160319,0.28205002748904406,8.907031745502884e-05
10,27,28,train,29800.795261793366,0.235638663420369,2235.366238698965,3.69370293279541,0.2770657212071102,2.920657702285188e-05
10,27,28,eval,9726.263353995208,0.23398772395436077,740.9454222137183,3.7024222893015635,0.2820500274890439,8.907031745502884e-05
10,28,29,train,29800.87765516514,0.2356415530726354,2235.358624601556,3.6937131451617673,0.2770647774667273,2.920693518500687e-05
10,28,29,eval,9727.449998602646,0.23398772395436077,740.9454222137183,3.7028740002294045,0.2820500274890439,8.907031745502884e-05
10,29,30,train,29800.798408886472,0.23562080775926247,2235.3659080835587,3.6937033228664444,0.2770656802285026,2.92043638769537e-05
10,29,30,eval,9726.36379025158,0.23398772395436077,740.9454222137185,3.70246052160319,0.28205002748904395,8.907031745502884e-05
