k,run_id,random_seed,dataset,inertia,silhouette,calinski_harabasz,inertia/samples,calinski_harabasz/samples,silhouette/samples
5,20,21,eval,13422.324474815272,0.267829606167738,1026.7402576107697,5.109373610512095,0.3908413618617319,0.00010195264795117548
5,21,22,train,41536.58156256778,0.2675535969782897,3041.2278037441033,5.1483120429558475,0.3769494055210837,3.316231990310978e-05
5,21,22,eval,13423.989196288789,0.26752296513846985,1026.5373982803978,5.11000730730445,0.39076414095180734,0.00010183592125560329
5,22,23,train,41631.85344161892,0.2619339665437096,3029.6478349394015,5.160120654637943,0.3755141094372089,3.2465786631595144e-05
5,22,23,eval,13499.29937953104,0.26087740713974417,1017.1202197353543,5.138675058824149,0.38717937561300125,9.930620751417745e-05
5,23,24,train,42100.742641228295,0.24764928503880854,2973.45565389652,5.218237808778916,0.36854928779084284,3.0695250996381824e-05
5,23,24,eval,13591.81158390829,0.24910179002962493,1004.9874273655066,5.173890972176737,0.38256087832718183,9.482367340297865e-05
5,24,25,train,41536.58329461997,0.2675535969782897,3041.2278037441033,5.148312257637578,0.3769494055210837,3.316231990310978e-05
5,24,25,eval,13423.98951957914,0.26752296513846985,1026.5373982803974,5.110007430368915,0.39076414095180717,0.00010183592125560329
5,25,26,train,41536.07696951859,0.26788866724997557,3041.2818273679063,5.148249500436116,0.37695610155774745,3.320385067550515e-05
5,25,26,eval,13422.324474815272,0.267829606167738,1026.7402576107697,5.109373610512095,0.3908413618617319,0.00010195264795117548
5,26,27,train,41536.07696951859,0.26788866724997557,3041.2818273679063,5.148249500436116,0.37695610155774745,3.320385067550515e-05
5,26,27,eval,13422.324474815272,0.267829606167738,1026.74025761077,5.109373610512095,0.390841361861732,0.00010195264795117548
5,27,28,train,41536.07696951859,0.26788866724997557,3041.2818273679054,5.148249500436116,0.37695610155774734,3.320385067550515e-05
5,27,28,eval,13422.324474815272,0.267829606167738,1026.7402576107697,5.109373610512095,0.3908413618617319,0.00010195264795117548
5,28,29,train,41631.86236127001,0.2619339665437096,3029.647834939401,5.160121760197076,0.37551410943720887,3.2465786631595144e-05
5,28,29,eval,13499.353334459382,0.26087740713974417,1017.1202197353542,5.138695597434101,0.38717937561300125,9.930620751417745e-05
5,29,30,train,41536.07696951859,0.26788866724997557,3041.2818273679054,5.148249500436116,0.37695610155774734,3.320385067550515e-05
5,29,30,eval,13422.324474815272,0.267829606167738,1026.7402576107697,5.109373610512095,0.3908413618617319,0.00010195264795117548
6,0,1,train,38111.06266648029,0.254702392503887,2796.2599037471073,4.723731118800234,0.34658650269547686,3.1569458664338994e-05
6,0,1,eval,12353.577174163476,0.2552024843925614,937.9664779777676,4.702541748825077,0.3570485260669081,9.71459780710169e-05
6,1,2,train,38110.989420205406,0.2547956507471067,2796.2657800423663,4.723722040184111,0.3465872310414435,3.158101769299785e-05
6,1,2,eval,12352.789924924273,0.2552096973693015,938.0712532000414,4.702242072677683,0.35708841004950187,9.714872377971127e-05
6,2,3,train,38110.97847610615,0.25485055945501317,2796.265861870854,4.723720683701804,0.3465872411837945,3.158782343269871e-05
6,2,3,eval,12352.991595559477,0.2552126052783375,938.0224626973966,4.702318841096108,0.3570698373419858,9.714983071120574e-05
6,3,4,train,38110.97848611879,0.2547613645702006,2796.2665598955646,4.723720684942834,0.346587327701483,3.1576768042910335e-05
6,3,4,eval,12353.055881965263,0.2552096973693015,938.0712532000414,4.7023433125105685,0.35708841004950187,9.714872377971127e-05
6,4,5,train,38110.96644108023,0.2547637733014838,2796.267953262674,4.723719192003003,0.34658750040439684,3.1577066596614256e-05
6,4,5,eval,12353.258644450498,0.2552126052783375,938.0224626973965,4.702420496555195,0.3570698373419857,9.714983071120574e-05
6,5,6,train,38110.97918347747,0.2547956507471067,2796.2657800423667,4.723720771377971,0.34658723104144357,3.158101769299785e-05
6,5,6,eval,12352.944698246363,0.2552096973693015,938.0712532000415,4.702300989054573,0.3570884100495019,9.714872377971127e-05
6,6,7,train,38498.420204783346,0.22573935620920058,2751.905141758471,4.771742712541317,0.34108888717878916,2.797959298577102e-05
6,6,7,eval,12478.092846326297,0.22526440549674653,923.3660642179145,4.749940177512865,0.35149069821770634,8.574967852940484e-05
6,7,8,train,38110.96039695174,0.2547637733014838,2796.267953262673,4.723718442854703,0.34658750040439673,3.1577066596614256e-05
6,7,8,eval,12353.240041319068,0.2552126052783375,938.0224626973966,4.702413415043422,0.3570698373419858,9.714983071120574e-05
6,8,9,train,38110.98516897814,0.2547877571027571,2796.2662715754873,4.723721513259561,0.34658729196523147,3.158003930376265e-05
6,8,9,eval,12352.686938266717,0.2552096973693015,938.0712532000415,4.702202869534342,0.3570884100495019,9.714872377971127e-05
6,9,10,train,38110.97848611879,0.2547613645702006,2796.2665598955655,4.723720684942834,0.3465873277014831,3.1576768042910335e-05
6,9,10,eval,12353.055881965263,0.2552096973693015,938.0712532000414,4.7023433125105685,0.35708841004950187,9.714872377971127e-05
6,10,11,train,38110.99441376445,0.25471819302726606,2796.2657479254167,4.723722659118053,0.3465872270606615,3.157141708320105e-05
6,10,11,eval,12353.337523567718,0.2552024843925614,937.9664779777676,4.702450522865519,0.3570485260669081,9.71459780710169e-05
6,11,12,train,38110.98516897814,0.2547877571027571,2796.2662715754873,4.723721513259561,0.34658729196523147,3.158003930376265e-05
6,11,12,eval,12352.686938266717,0.2552096973693015,938.0712532000415,4.702202869534342,0.3570884100495019,9.714872377971127e-05
6,12,13,train,38110.99903716675,0.2546993394797183,2796.2652130918013,4.723723232172379,0.34658716076993074,3.156908025281585e-05
6,12,13,eval,12353.356766327124,0.2552024843925614,937.9664779777676,4.702457847859582,0.3570485260669081,9.71459780710169e-05
6,13,14,train,38110.972441990314,0.2547613645702006,2796.2665598955646,4.723719935794536,0.346587327701483,3.1576768042910335e-05
6,13,14,eval,12353.037278833832,0.2552096973693015,938.0712532000414,4.702336230998794,0.35708841004950187,9.714872377971127e-05
6,14,15,train,38111.06266648029,0.254702392503887,2796.2599037471073,4.723731118800234,0.34658650269547686,3.1569458664338994e-05
6,14,15,eval,12353.577174163476,0.2552024843925614,937.9664779777676,4.702541748825077,0.3570485260669081,9.71459780710169e-05
6,15,16,train,38110.966441080236,0.2547637733014838,2796.2679532626735,4.723719192003004,0.3465875004043968,3.1577066596614256e-05
6,15,16,eval,12353.258644450498,0.2552126052783375,938.0224626973967,4.702420496555195,0.3570698373419858,9.714983071120574e-05
6,16,17,train,38110.966441080236,0.2547637733014838,2796.2679532626735,4.723719192003004,0.3465875004043968,3.1577066596614256e-05
6,16,17,eval,12353.2586444505,0.2552126052783375,938.0224626973966,4.702420496555196,0.3570698373419858,9.714983071120574e-05
6,17,18,train,38110.989420205406,0.2547956507471067,2796.2657800423667,4.723722040184111,0.34658723104144357,3.158101769299785e-05
6,17,18,eval,12352.789924924273,0.2552096973693015,938.0712532000415,4.702242072677683,0.3570884100495019,9.714872377971127e-05
6,18,19,train,38110.99441376445,0.25471819302726606,2796.2657479254167,4.723722659118053,0.3465872270606615,3.157141708320105e-05
6,18,19,eval,12353.337523567718,0.2552024843925614,937.9664779777676,4.702450522865519,0.3570485260669081,9.71459780710169e-05
6,19,20,train,38110.98516897814,0.2547877571027571,2796.2662715754877,4.723721513259561,0.3465872919652315,3.158003930376265e-05
6,19,20,eval,12352.686938266717,0.2552096973693015,938.0712532000414,4.702202869534342,0.35708841004950187,9.714872377971127e-05
6,20,21,train,38110.99072097814,0.2548481033111203,2796.264445388416,4.72372220141028,0.34658706561581754,3.158751900236989e-05
6,20,21,eval,12352.785367408764,0.2552096973693015,938.0712532000414,4.702240337803108,0.35708841004950187,9.714872377971127e-05
6,21,22,train,38110.99441376445,0.25471819302726606,2796.2657479254167,4.723722659118053,0.3465872270606615,3.157141708320105e-05
6,21,22,eval,12353.337523567718,0.2552024843925614,937.9664779777676,4.702450522865519,0.3570485260669081,9.71459780710169e-05
6,22,23,train,38110.97848611879,0.2547613645702006,2796.2665598955655,4.723720684942834,0.3465873277014831,3.1576768042910335e-05
6,22,23,eval,12353.055881965263,0.2552096973693015,938.0712532000416,4.7023433125105685,0.3570884100495019,9.714872377971127e-05
6,23,24,train,38110.96644108022,0.2547637733014838,2796.2679532626735,4.723719192003002,0.3465875004043968,3.1577066596614256e-05
6,23,24,eval,12353.2586444505,0.2552126052783375,938.0224626973963,4.702420496555196,0.35706983734198566,9.714983071120574e-05
6,24,25,train,38110.98516897814,0.2547877571027571,2796.2662715754877,4.723721513259561,0.3465872919652315,3.158003930376265e-05
6,24,25,eval,12352.686938266717,0.2552096973693015,938.0712532000414,4.702202869534342,0.35708841004950187,9.714872377971127e-05
6,25,26,train,38111.05804007438,0.25472124541893654,2796.2604385794343,4.723730545373622,0.3465865689860479,3.1571795416328275e-05
6,25,26,eval,12353.557866573126,0.2552024843925614,937.9664779777676,4.702534399152313,0.3570485260669081,9.71459780710169e-05
6,26,27,train,38111.05804007438,0.25472124541893654,2796.2604385794334,4.723730545373622,0.3465865689860478,3.1571795416328275e-05
6,26,27,eval,12353.557866573126,0.2552024843925614,937.9664779777676,4.702534399152313,0.3570485260669081,9.71459780710169e-05
6,27,28,train,38110.99441376445,0.25471819302726606,2796.265747925416,4.723722659118053,0.34658722706066136,3.157141708320105e-05
6,27,28,eval,12353.337523567718,0.2552024843925614,937.9664779777676,4.702450522865519,0.3570485260669081,9.71459780710169e-05
6,28,29,train,38110.972441990314,0.2547613645702006,2796.266559895565,4.723719935794536,0.34658732770148304,3.1576768042910335e-05
6,28,29,eval,12353.037278833832,0.2552096973693015,938.0712532000415,4.702336230998794,0.3570884100495019,9.714872377971127e-05
6,29,30,train,38110.97493439002,0.2547877571027571,2796.2662715754873,4.723720244718644,0.34658729196523147,3.158003930376265e-05
6,29,30,eval,12352.841863905582,0.2552096973693015,938.0712532000415,4.702261843892494,0.3570884100495019,9.714872377971127e-05
7,0,1,train,35396.22210681658,0.22423633989875216,2611.676289783711,4.3872362551830175,0.3237080180693742,2.7793299442086286e-05
7,0,1,eval,11503.668885562103,0.22406160971043576,872.1066958625972,4.3790136602824905,0.33197818647224864,8.529181945581872e-05
7,1,2,train,35396.03276488568,0.22428186740811615,2611.6920521957027,4.387212786921873,0.32370997176446487,2.7798942415482912e-05
7,1,2,eval,11503.687339116193,0.22406160971043576,872.1066958625973,4.379020684855803,0.3319781864722487,8.529181945581872e-05
7,2,3,train,35396.69011697671,0.22434621448647532,2611.6445574267345,4.38729426338333,0.323704084956214,2.7806918007743594e-05
7,2,3,eval,11504.50097718155,0.2241943335333069,872.0505834472581,4.379330406235839,0.33195682658822157,8.534234241846475e-05
7,3,4,train,35396.02439191497,0.22424469014228218,2611.6945013406794,4.387211749121836,0.32371027532730284,2.7794334425171317e-05
7,3,4,eval,11503.698317822811,0.22406160971043576,872.1066958625972,4.379024864036091,0.33197818647224864,8.529181945581872e-05
7,4,5,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,4,5,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,5,6,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,5,6,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,6,7,train,35396.213318197784,0.22422444612451364,2611.6745130963886,4.387235165864872,0.3237077978552787,2.779182525093129e-05
7,6,7,eval,11504.097640753214,0.22406160971043576,872.1066958625973,4.379176871242183,0.3319781864722487,8.529181945581872e-05
7,7,8,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,7,8,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,8,9,train,35396.024694836015,0.22427398025532744,2611.6935726074626,4.387211786667826,0.32371016021411286,2.7797964830853675e-05
7,8,9,eval,11503.461652984486,0.22406160971043576,872.1066958625972,4.378934774641982,0.33197818647224864,8.529181945581872e-05
7,9,10,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,9,10,eval,11503.673512236845,0.22406160971043576,872.1066958625971,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,10,11,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,10,11,eval,11503.673512236845,0.22406160971043576,872.1066958625971,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,11,12,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,11,12,eval,11503.673512236845,0.22406160971043576,872.1066958625975,4.379015421483382,0.33197818647224875,8.529181945581872e-05
7,12,13,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,12,13,eval,11503.673512236843,0.22406160971043576,872.1066958625973,4.379015421483381,0.3319781864722487,8.529181945581872e-05
7,13,14,train,35396.69071942503,0.22430257468548756,2611.6441493075126,4.387294338054664,0.32370403437128314,2.7801509009108524e-05
7,13,14,eval,11504.385231675764,0.22414796742417112,872.056951579039,4.379286346279316,0.3319592506962463,8.532469258628516e-05
7,14,15,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,14,15,eval,11503.673512236845,0.22406160971043576,872.1066958625971,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,15,16,train,35396.01084686982,0.22424469014228218,2611.694501340678,4.387210070261506,0.3237102753273027,2.7794334425171317e-05
7,15,16,eval,11503.673512236845,0.22406160971043576,872.1066958625975,4.379015421483382,0.33197818647224875,8.529181945581872e-05
7,16,17,train,35396.034890194496,0.22424469014228218,2611.694501340679,4.387213050346368,0.3237102753273028,2.7794334425171317e-05
7,16,17,eval,11503.66479862866,0.22406160971043576,872.1066958625973,4.379012104540792,0.3319781864722487,8.529181945581872e-05
7,17,18,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,17,18,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,18,19,train,35396.03276488568,0.22428186740811615,2611.6920521957027,4.387212786921873,0.32370997176446487,2.7798942415482912e-05
7,18,19,eval,11503.687339116193,0.22406160971043576,872.1066958625972,4.379020684855803,0.33197818647224864,8.529181945581872e-05
7,19,20,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,19,20,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,20,21,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,20,21,eval,11503.673512236845,0.22406160971043576,872.1066958625971,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,21,22,train,35448.89814327402,0.23628485956620424,2605.795987535194,4.393765263172288,0.3229791754505694,2.9286670744447723e-05
7,21,22,eval,11478.108595328526,0.23935210723252145,874.7263166227103,4.3692838200717645,0.3329753774734337,9.111233621336942e-05
7,22,23,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,22,23,eval,11503.673512236845,0.22406160971043576,872.1066958625973,4.379015421483382,0.3319781864722487,8.529181945581872e-05
7,23,24,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,23,24,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,24,25,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,24,25,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,25,26,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,25,26,eval,11503.673512236845,0.22406160971043576,872.1066958625972,4.379015421483382,0.33197818647224864,8.529181945581872e-05
7,26,27,train,35396.01084686982,0.22424469014228218,2611.694501340679,4.387210070261506,0.3237102753273028,2.7794334425171317e-05
7,26,27,eval,11503.673512236843,0.22406160971043576,872.1066958625973,4.379015421483381,0.3319781864722487,8.529181945581872e-05
7,27,28,train,35396.02595208603,0.2242772704942314,2611.693432120846,4.3872119424995075,0.32371014280129473,2.7798372644302355e-05
7,27,28,eval,11503.543640431133,0.22406160971043576,872.1066958625971,4.378965984176297,0.33197818647224864,8.529181945581872e-05
7,28,29,train,35396.09576716606,0.2242754005709394,2611.685012263381,4.3872205958311925,0.3237090991898092,2.7798140873938942e-05
7,28,29,eval,11503.131295245446,0.22406160971043576,872.1066958625972,4.378809019887875,0.33197818647224864,8.529181945581872e-05
7,29,30,train,35396.024391914965,0.22424469014228218,2611.694501340678,4.387211749121835,0.3237102753273027,2.7794334425171317e-05
7,29,30,eval,11503.698317822811,0.22406160971043576,872.1066958625972,4.379024864036091,0.33197818647224864,8.529181945581872e-05
8,0,1,train,33336.99956175387,0.22753331496584983,2447.687537782928,4.13200292039587,0.3033821935774576,2.82019478143096e-05
8,0,1,eval,10823.031424141043,0.2276215415792804,817.8825529235722,4.119920603022856,0.3113370966591444,8.664695149572913e-05
8,1,2,train,33337.55481177772,0.22740939695026674,2447.6277984727603,4.132071741668037,0.3033747891017303,2.8186588615551158e-05
8,1,2,eval,10819.98707076241,0.22742509483573747,817.9702440520335,4.118761732303925,0.31137047737039725,8.657217161619242e-05
8,2,3,train,33337.10962189389,0.22738753894135988,2447.672087477142,4.132016561960076,0.30338027856682476,2.8183879392830922e-05
8,2,3,eval,10820.169464521172,0.22744636635697463,818.0053402849628,4.118831162741215,0.31138383718498774,8.658026888350766e-05
8,3,4,train,33339.53547547557,0.22669913685280912,2447.4221235058,4.132317237912193,0.3033492964186663,2.8098554394250015e-05
8,3,4,eval,10821.685117257875,0.2269593469494231,817.861767065319,4.119408114677531,0.3113291842654431,8.639487893011918e-05
8,4,5,train,33336.95992934527,0.2273305527681436,2447.6979778155496,4.131998008099314,0.3033834875824925,2.817681615866926e-05
8,4,5,eval,10823.596426893137,0.22750532209928287,817.7169583050153,4.120135678299634,0.3112740610220842,8.66027111150677e-05
8,5,6,train,33336.93304524837,0.22739898702192274,2447.6993420474396,4.131994675910804,0.30338365667419925,2.8185298341834746e-05
8,5,6,eval,10822.779317395829,0.22753157340870916,817.7477847275738,4.119824635476143,0.3112857954806143,8.661270400026995e-05
8,6,7,train,33337.062260635306,0.22740658894865812,2447.6764052326353,4.132010691699963,0.30338081373731224,2.8186240573705767e-05
8,6,7,eval,10821.605045857323,0.22759872714733842,817.8282978269516,4.11937763450983,0.31131644378643,8.663826690039529e-05
8,7,8,train,33336.951329037074,0.22750025909252766,2447.6921902074623,4.1319969421216,0.3033827702289864,2.8197850655990043e-05
8,7,8,eval,10823.3585391248,0.22763652159485837,817.8129958422351,4.120045123382109,0.31131061889692996,8.665265382369941e-05
8,8,9,train,33336.95256998427,0.22739601038408988,2447.6972331339266,4.131997095932607,0.30338339528184516,2.8184929398127153e-05
8,8,9,eval,10822.78012286657,0.22753157340870916,817.7477847275741,4.119824942088531,0.3112857954806144,8.661270400026995e-05
8,9,10,train,33337.02152708631,0.22725502240316442,2447.6806743622524,4.13200564292096,0.30338134288079477,2.8167454437675312e-05
8,9,10,eval,10823.72235215814,0.22739919272327902,817.7876856555868,4.120183613307248,0.3113009842617384,8.656231165712943e-05
8,10,11,train,33341.04568030456,0.22682001528596002,2447.2727740199425,4.132504422447268,0.3033307850793186,2.8113536847540906e-05
8,10,11,eval,10822.56612169424,0.22711570749803942,817.8499704205527,4.119743479898835,0.3113246937268948,8.645439950439262e-05
8,11,12,train,33339.85755933544,0.22666884156012898,2447.3796426143313,4.132357159064878,0.303344031062758,2.8094799400115143e-05
8,11,12,eval,10822.134747062642,0.22700772277283132,817.8805378651948,4.119579271816765,0.311336329602282,8.641329378486156e-05
8,12,13,train,33341.04568030456,0.22682001528596002,2447.2727740199425,4.132504422447268,0.3033307850793186,2.8113536847540906e-05
8,12,13,eval,10822.56612169424,0.22711570749803942,817.8499704205528,4.119743479898835,0.31132469372689486,8.645439950439262e-05
8,13,14,train,33337.33076780802,0.22726045015434845,2447.6483180606683,4.132043972212198,0.3033773324319123,2.816812718819391e-05
8,13,14,eval,10823.517423032725,0.22739759161419848,817.793784900296,4.120105604504273,0.31130330601457784,8.656170217518024e-05
8,14,15,train,33336.49792983755,0.22725196645974005,2447.742876554098,4.13194074489806,0.30338905262197546,2.816707566432078e-05
8,14,15,eval,10821.896590852826,0.2274957021627818,817.9278878960642,4.119488614713676,0.3113543539764234,8.659904916740837e-05
8,15,16,train,33337.021755310445,0.2273688823245202,2447.6818890519376,4.132005671208533,0.30338149343727533,2.81815669713089e-05
8,15,16,eval,10821.622127440945,0.22752471248416978,817.8752397773183,4.119384136825635,0.3113343128196872,8.661009230459451e-05
8,16,17,train,33336.98726720466,0.22738655660608814,2447.6816475380447,4.132001396530077,0.30338146350248446,2.818375763585624e-05
8,16,17,eval,10821.634406330453,0.22753181428583943,817.8576201585573,4.119388810936602,0.3113276056941596,8.661279569312503e-05
8,17,18,train,33336.95256998426,0.22739601038408988,2447.697233133927,4.131997095932606,0.3033833952818452,2.8184929398127153e-05
8,17,18,eval,10822.78012286657,0.22753157340870916,817.747784727574,4.119824942088531,0.31128579548061436,8.661270400026995e-05
8,18,19,train,33336.91339313775,0.22738704940229032,2447.6951108226676,4.131992240101357,0.3033831322288879,2.81838187161986e-05
8,18,19,eval,10822.530186640932,0.22759433903334586,817.8663967878886,4.119729800776906,0.3113309466265278,8.663659651059987e-05
8,19,20,train,33336.88014259304,0.22731188198774485,2447.699364367327,4.13198811881421,0.30338365944067014,2.81745019816243e-05
8,19,20,eval,10823.237733921189,0.22754942213105914,817.7957374913792,4.119999137389109,0.31130404929249306,8.661949833690869e-05
8,20,21,train,33352.206750695914,0.23013610059764664,2446.0433111846255,4.133887797557748,0.3031783975191653,2.852455386683771e-05
8,20,21,eval,10878.417916952223,0.22822562557735834,812.26794204494,4.141004155672715,0.30919982567374954,8.687690353154105e-05
8,21,22,train,33337.117782002184,0.22736012997639532,2447.6776504433483,4.132017573376572,0.303380968076766,2.8180482148784745e-05
8,21,22,eval,10822.745456890454,0.22760296047271683,817.7567387374071,4.119811746056511,0.3112892039350617,8.66398783679927e-05
8,22,23,train,33352.12268794446,0.23009698830515268,2446.0491020871486,4.133877378277697,0.30317911528100505,2.8519706036831022e-05
8,22,23,eval,10878.865873259116,0.22816041762783842,812.2710095693232,4.1411746757743115,0.30920099336479756,8.685208132007554e-05
8,23,24,train,33352.13718131663,0.23008485010785257,2446.049848221118,4.133879174679801,0.30317920776166557,2.8518201550303987e-05
8,23,24,eval,10878.60279547241,0.22819378186065584,812.2471124141164,4.141074531965136,0.30919189661747865,8.686478182742894e-05
8,24,25,train,33336.65351407638,0.22747496240822662,2447.723067029295,4.131960029012937,0.30338659730159834,2.8194715221644352e-05
8,24,25,eval,10821.698670805612,0.22759166016912408,817.9248573212727,4.1194132740028975,0.31135320035069386,8.66355767678432e-05
8,25,26,train,33352.17711561487,0.23013610059764664,2446.0433111846255,4.1338841243945055,0.3031783975191653,2.852455386683771e-05
8,25,26,eval,10878.182090396931,0.22822562557735834,812.26794204494,4.1409143853813974,0.30919982567374954,8.687690353154105e-05
8,26,27,train,33340.42564946999,0.22687075292788936,2447.3160896487616,4.132427571823251,0.30333615389796253,2.811982559839977e-05
8,26,27,eval,10822.501164155201,0.2270832396724705,817.8561896939201,4.119718753009212,0.31132706117012565,8.644204022553121e-05
8,27,28,train,33339.89654034208,0.2268915242660783,2447.3722152029427,4.132361990622469,0.3033431104614456,2.812240013213663e-05
8,27,28,eval,10822.052635706004,0.2270887864155518,817.8883648471965,4.119548015114581,0.31133930903966367,8.644415166180121e-05
8,28,29,train,33336.84859516595,0.22757105326855911,2447.7022708020154,4.131984208622454,0.30338401968294687,2.8206625343153088e-05
8,28,29,eval,10822.59108677995,0.22766181298283905,817.867253544637,4.119752983167092,0.3113312727615672,8.666228130294596e-05
8,29,30,train,33339.85623624054,0.2266372758256311,2447.3840750559098,4.132356995071956,0.3033445804481792,2.809088693922051e-05
8,29,30,eval,10822.608267755784,0.22692669419335926,817.8361694531529,4.119759523317771,0.31131944021817776,8.638244925518053e-05
9,0,1,train,31334.691826724822,0.23307602713701472,2342.6668698052526,3.8838239745568695,0.29036525406609476,2.888894733973906e-05
9,0,1,eval,10205.932323054414,0.23164646259795185,778.8445876930193,3.8850142074816953,0.29647681297792894,8.817908739929648e-05
9,1,2,train,31335.027995472763,0.23329534102408628,2342.6309298539277,3.8838656414815027,0.2903607994365304,2.8916130518602662e-05
9,1,2,eval,10206.39641280664,0.23183306967400757,778.7606670945436,3.8851908689785457,0.2964448675654905,8.825012168785976e-05
9,2,3,train,31334.72401195943,0.23304782098883972,2342.663428834033,3.8838279638026068,0.2903648275699099,2.8885451287659855e-05
9,2,3,eval,10206.01562947373,0.23164646259795185,778.8445876930194,3.88504591909925,0.296476812977929,8.817908739929648e-05
9,3,4,train,31334.64359435618,0.2332827073603366,2342.6720264126334,3.8838179963257535,0.2903658932093001,2.891456462076557e-05
9,3,4,eval,10205.876982516576,0.23169776708234655,778.8560884136334,3.884993141422374,0.29648119086929325,8.819861708501962e-05
9,4,5,train,31334.628261384554,0.23328367452264262,2342.6746678691775,3.883816095858274,0.29036622060847517,2.8914684497104937e-05
9,4,5,eval,10205.840094428127,0.23169776708234655,778.8560884136334,3.884979099515846,0.29648119086929325,8.819861708501962e-05
9,5,6,train,31335.038330147887,0.23327361909519184,2342.6298249814013,3.883866922427849,0.29036066249149745,2.891343816251758e-05
9,5,6,eval,10206.407091734956,0.23172770730302758,778.7698203949416,3.8851949340445207,0.2964483518823531,8.821001419985823e-05
9,6,7,train,31334.573894075267,0.23297326642429,2342.6794782203256,3.883809357223013,0.29036681683444787,2.8876210513670057e-05
9,6,7,eval,10206.733004672355,0.23174793249518336,778.7770272668756,3.885318996829979,0.2964510952671776,8.821771316908389e-05
9,7,8,train,31334.455299606907,0.23321176139040065,2342.6929317598688,3.8837946578590614,0.29036848435298324,2.890577111928615e-05
9,7,8,eval,10206.37391136639,0.2316615831481905,778.8268905562826,3.885182303527366,0.29647007634422634,8.818484322352132e-05
9,8,9,train,31334.621356962005,0.23293609697035378,2342.675205773828,3.8838152400795742,0.2903662872798498,2.887160349161549e-05
9,8,9,eval,10206.621832747016,0.23166890480734378,778.8185228009627,3.8852766778633483,0.2964668910548012,8.818763030351876e-05
9,9,10,train,31335.034590460924,0.2332294108420625,2342.6302247885055,3.883866458906907,0.29036071204617075,2.890795870625465e-05
9,9,10,eval,10206.403374782021,0.23184604016469168,778.7940859691116,3.8851935191404725,0.29645758887290125,8.825505906535656e-05
9,10,11,train,31334.56320319855,0.2329822388143487,2342.682934858945,3.8838080321267414,0.2903672452725514,2.8877322609611888e-05
9,10,11,eval,10206.5779621268,0.23161214801224,778.8171053141689,3.8852599779698513,0.29646635147094363,8.816602512837457e-05
9,11,12,train,31335.02165926419,0.23330459164367712,2342.6316072536924,3.8838648561309106,0.29036088339783,2.8917277100108715e-05
9,11,12,eval,10206.706646186327,0.2319128252016163,778.7659572381502,3.8853089631466795,0.2964468813240009,8.828048161462363e-05
9,12,13,train,31334.69182672482,0.23307602713701472,2342.6668698052526,3.883823974556869,0.29036525406609476,2.888894733973906e-05
