k,run_id,random_seed,dataset,inertia,ssd_exp,silhouette,calinski_harabasz
4,12,13,train,537.511892217955,-3.004786048309535,0.12641016894814378,34.7371134948476
2,12,13,train,887.1214660055892,-1.0003373774197801,0.25762579572845046,72.16989363088618
5,12,13,train,388.7380327839322,-4.023068157988694,0.07787320033231039,28.345783244491543
9,12,13,train,251.39179717762917,-8.062539931689638,0.14582608920334342,39.69023660255407
7,12,13,train,285.5208536332106,-6.036236145239939,0.08141948120996872,32.557202259518945
4,12,13,train,498.70966772863585,-3.0125925036442274,0.12641016894814378,34.7371134948476
8,12,13,train,326.14230680126377,-7.03546157733005,0.10660722524884568,32.37963818845935
2,12,13,train,624.9707145338987,-1.0010176819312169,0.25762579572845046,72.16989363088618
5,12,13,train,427.36456074605303,-4.024855948962635,0.07787320033231039,28.345783244491543
3,12,13,train,531.6664234226388,-2.0040111475206497,0.11233546431597206,33.44318690024589
10,12,13,train,249.5113542410617,-9.076946705499527,0.210515060814946,53.87829951627768
8,12,13,train,366.9322587236331,-7.037317231232036,0.10660722524884568,32.37963818845935
4,12,13,train,437.47770454390513,-3.0142073168992147,0.12641016894814378,34.7371134948476
10,12,13,train,229.5678748876039,-9.08169375553077,0.210515060814946,53.87829951627768
9,12,13,train,226.84268218050056,-8.079383539368784,0.14582608920334342,39.69023660255407
2,12,13,train,655.8861963182534,-1.0026149682141061,0.25762579572845046,72.16989363088618
8,12,13,train,256.93328112028877,-7.064404166341387,0.10660722524884568,32.37963818845935
7,13,14,train,384.6597242382487,-6.030312512312202,0.16421778765825173,41.13792122228438
5,13,14,train,362.76008185351134,-4.016548267937544,0.08992266427490318,31.284030392567686
6,13,14,train,377.68894629009037,-5.027107081835923,0.14604205004990456,41.37383514468421
3,13,14,train,676.4898276354662,-2.0008573976490744,0.13417618140746546,36.337539902412836
8,13,14,train,286.4388265729606,-7.055763691267009,0.11475971574612391,37.200200659695895
3,13,14,train,543.0892194997624,-2.004069648448537,0.13417618140746546,36.337539902412836
2,13,14,train,817.7826285092193,-1.000108163684664,0.21030925182350116,49.97020169399674
10,13,14,train,254.15594331853677,-9.04612888193069,0.14885640910819656,38.8953420487143
9,13,14,train,280.81346888054907,-8.068254320613333,0.16206829155387534,47.640290223300745
10,13,14,train,270.3329503976797,-9.068373134515774,0.14885640910819656,38.8953420487143
9,13,14,train,208.91838335070366,-8.08025904423575,0.16206829155387534,47.640290223300745
2,13,14,train,843.6495811705134,-1.0001610290399068,0.21030925182350116,49.97020169399674
7,13,14,train,310.5733691243448,-6.0383465660985935,0.16421778765825173,41.13792122228438
2,13,14,train,864.6355507373135,-1.000518772315211,0.21030925182350116,49.97020169399674
4,13,14,train,484.5836253815598,-3.007844740974222,0.12082709392379934,35.197546830814154
4,13,14,train,545.1628614378757,-3.007914427404971,0.12082709392379934,35.197546830814154
2,13,14,train,696.5320892538554,-1.0013801544039662,0.21030925182350116,49.97020169399674
6,13,14,train,351.40125121736094,-5.035153910346507,0.14604205004990456,41.37383514468421
3,13,14,train,519.2720063443161,-2.0068646584241794,0.13417618140746546,36.337539902412836
2,13,14,train,659.752441798834,-1.0014832861709706,0.21030925182350116,49.97020169399674
10,13,14,train,243.93323770961422,-9.092663866089914,0.14885640910819656,38.8953420487143
2,13,14,train,573.0954471563379,-1.0027748762882207,0.21030925182350116,49.97020169399674
4,13,14,train,395.48498727019165,-3.010951325411684,0.12082709392379934,35.197546830814154
10,14,15,train,309.74963728936024,-9.044829512060561,0.12262457637143614,32.73863132417465
9,14,15,train,355.0223213336853,-8.049040375575368,0.12930059343373734,36.9315947510144
8,14,15,train,375.9232733121887,-7.024619493120254,0.1377638684401472,41.52024295723961
5,14,15,train,423.2474053472039,-4.021765793446174,0.12359828751757643,28.048507225483252
6,14,15,train,419.06172121144135,-5.025011058722372,0.11626956239573151,34.62560134741325
4,14,15,train,514.7517476894199,-3.0056675124872005,0.1788041663591053,41.86803239653609
2,14,15,train,705.7112806167112,-1.0018802120978716,0.18347840310821048,39.551396348703825
3,14,15,train,725.2017032013822,-2.000154270092432,0.15172893518188058,48.778607158407766
10,14,15,train,278.7713982788227,-9.08822445153252,0.12262457637143614,32.73863132417465
8,14,15,train,258.55267921885985,-7.049340556847209,0.1377638684401472,41.52024295723961
7,14,15,train,319.29153652021034,-6.046559003481714,0.1985128348339257,46.88513105705405
3,14,15,train,759.0057975769972,-2.0025978278015804,0.15172893518188058,48.778607158407766
3,14,15,train,534.8371435551737,-2.004544638615695,0.15172893518188058,48.778607158407766
3,14,15,train,541.3352916961143,-2.0057365873707083,0.15172893518188058,48.778607158407766
3,14,15,train,486.97796363902233,-2.005858937107759,0.15172893518188058,48.778607158407766
6,14,15,train,370.38790171926627,-5.028218242260172,0.11626956239573151,34.62560134741325
4,14,15,train,515.6174923569796,-3.0080911109891204,0.1788041663591053,41.86803239653609
7,14,15,train,291.65361945768046,-6.053305110669399,0.1985128348339257,46.88513105705405
9,14,15,train,325.9095232975126,-8.055014486494109,0.12930059343373734,36.9315947510144
6,14,15,train,400.8196695138507,-5.034187557072884,0.11626956239573151,34.62560134741325
7,14,15,train,247.77812781555014,-6.062252490778387,0.1985128348339257,46.88513105705405
8,14,15,train,279.6828656395463,-7.050049107679898,0.1377638684401472,41.52024295723961
3,14,15,train,540.8846326378739,-2.0076025269571947,0.15172893518188058,48.778607158407766
4,15,16,train,634.8830844619935,-3.002241051810442,0.16617628336269738,37.86951902841294
5,15,16,train,719.2296196980623,-4.00093585289237,0.12411461411838834,36.9219856008495
6,15,16,train,355.1033606595279,-5.009472443136924,0.13138238584922526,37.78399750625276
5,15,16,train,379.7387780028213,-4.013521699280739,0.12411461411838834,36.9219856008495
2,15,16,train,982.733673119829,-1.0000325805984398,0.20339298830835267,51.369006913808235
3,15,16,train,667.9661491962065,-2.0011823399433206,0.11101689175024392,31.571719323351346
10,15,16,train,355.60394785981,-9.060147797293443,0.13579784226351954,33.042306506754805
8,15,16,train,390.68102983074044,-7.025521459682686,0.14917233858235418,40.48555834131303
4,15,16,train,512.4185197441427,-3.0050335422408123,0.16617628336269738,37.86951902841294
2,15,16,train,857.067761304964,-1.000296842944509,0.20339298830835267,51.369006913808235
9,15,16,train,291.8401763447996,-8.029890382506185,0.14888657099546662,39.744342597124636
8,15,16,train,288.844875519111,-7.044583351594816,0.14917233858235418,40.48555834131303
2,15,16,train,598.9038587865882,-1.0020143229881482,0.20339298830835267,51.369006913808235
4,15,16,train,599.7330111308846,-3.0060774899864646,0.16617628336269738,37.86951902841294
10,15,16,train,263.7878378724296,-9.070372581133366,0.13579784226351954,33.042306506754805
7,15,16,train,528.5627405227543,-6.00681936472318,0.14661333934470025,44.673640023778326
2,15,16,train,599.6379552441285,-1.0034056582605797,0.20339298830835267,51.369006913808235
9,15,16,train,276.63489331348933,-8.062369185645995,0.14888657099546662,39.744342597124636
6,15,16,train,366.9850451537274,-5.0205723102364725,0.13138238584922526,37.78399750625276
4,15,16,train,472.9398702015931,-3.008537783558233,0.16617628336269738,37.86951902841294
7,15,16,train,271.93083995393135,-6.047316684990994,0.14661333934470025,44.673640023778326
3,15,16,train,663.5718374686031,-2.0027352484708523,0.11101689175024392,31.571719323351346
5,15,16,train,468.3209570576433,-4.016479158791956,0.12411461411838834,36.9219856008495
4,15,16,train,392.1795634046056,-3.0103455746290195,0.16617628336269738,37.86951902841294
5,15,16,train,363.5595667397297,-4.020377784851748,0.12411461411838834,36.9219856008495
7,15,16,train,306.5025272723935,-6.055227837982359,0.14661333934470025,44.673640023778326
10,15,16,train,262.77870924075296,-9.07887924237236,0.13579784226351954,33.042306506754805
3,15,16,train,559.0044947442983,-2.004203617644698,0.11101689175024392,31.571719323351346
8,15,16,train,285.63391540129084,-7.047567530150086,0.14917233858235418,40.48555834131303
9,15,16,train,230.2687853015933,-8.073203473993457,0.14888657099546662,39.744342597124636
6,15,16,train,352.3557140794945,-5.029025257588803,0.13138238584922526,37.78399750625276
6,15,16,train,350.57642181850235,-5.035892999500605,0.13138238584922526,37.78399750625276
5,15,16,train,382.8639956428367,-4.029264689628976,0.12411461411838834,36.9219856008495
3,15,16,train,543.8498398173682,-2.0071900611652445,0.11101689175024392,31.571719323351346
10,15,16,train,270.7760310685463,-9.080271459387792,0.13579784226351954,33.042306506754805
10,15,16,train,226.85086717355577,-9.086773396683082,0.13579784226351954,33.042306506754805
5,15,16,train,412.8599309315529,-4.02998273385492,0.12411461411838834,36.9219856008495
9,16,17,train,341.96700425278505,-8.016917143477917,0.17813279196219767,52.988288807313026
4,16,17,train,452.1331211465211,-3.0107502116144875,0.11028309530894913,29.836892543609107
3,16,17,train,592.9078303065273,-2.0041081756484584,0.15561565843761954,36.908213310349154
7,16,17,train,346.5000735896802,-6.023068078053932,0.16444715073128605,38.562939809472326
3,16,17,train,538.6139533213768,-2.004730548962995,0.15561565843761954,36.908213310349154
5,16,17,train,569.7260975271845,-4.005707165801815,0.15444966982596317,41.39028132250236
10,16,17,train,250.03362559570203,-9.084054990034453,0.14747913092491705,36.088637575195136
8,16,17,train,397.46828482902566,-7.015327785814847,0.1420424536854049,42.01428390281585
5,16,17,train,490.0036702454872,-4.0081783487919935,0.15444966982596317,41.39028132250236
6,16,17,train,395.86551298956044,-5.022023450832261,0.13006516225244139,39.004998653068405
9,16,17,train,255.1618380060538,-8.048394580399805,0.17813279196219767,52.988288807313026
8,16,17,train,333.41867306366373,-7.041356946425726,0.1420424536854049,42.01428390281585
6,16,17,train,373.702358141667,-5.030539454330855,0.13006516225244139,39.004998653068405
7,16,17,train,349.2701401278198,-6.024289899997219,0.16444715073128605,38.562939809472326
7,16,17,train,393.5651983435416,-6.030966096287271,0.16444715073128605,38.562939809472326
7,16,17,train,311.9367337963674,-6.033068991822145,0.16444715073128605,38.562939809472326
3,16,17,train,491.28876823596624,-2.010080606820288,0.15561565843761954,36.908213310349154
4,16,17,train,432.01496692837236,-3.013019819741282,0.11028309530894913,29.836892543609107
5,16,17,train,391.2253662973819,-4.012119196455041,0.15444966982596317,41.39028132250236
2,16,17,train,642.5236292190726,-1.0039258553084338,0.26341010622650446,76.89218527733644
5,16,17,train,419.98979650096607,-4.0165207140005945,0.15444966982596317,41.39028132250236
5,16,17,train,350.0191141450277,-4.020673615835329,0.15444966982596317,41.39028132250236
6,16,17,train,346.7000238147922,-5.031250139708949,0.13006516225244139,39.004998653068405
8,16,17,train,260.27897146807766,-7.047608795387715,0.1420424536854049,42.01428390281585
6,16,17,train,371.6149059714319,-5.032987784374721,0.13006516225244139,39.004998653068405
9,16,17,train,242.2337163249803,-8.089261388111382,0.17813279196219767,52.988288807313026
7,16,17,train,352.37001311291925,-6.035862428876188,0.16444715073128605,38.562939809472326
4,16,17,train,417.65167781104867,-3.0139316022053935,0.11028309530894913,29.836892543609107
6,16,17,train,333.2200398930085,-5.040970755397495,0.13006516225244139,39.004998653068405
5,17,18,train,462.46485974622675,-4.008046577350944,0.1344435455926557,44.0701189919666
9,17,18,train,239.54348665960427,-8.07975623380445,0.19335894828298797,40.07281839651569
4,17,18,train,447.5508618631741,-3.0097019950209587,0.1369454241977205,31.264295624243523
8,17,18,train,352.7645003691802,-7.055848797462108,0.12654271901979253,42.295454355130275
6,17,18,train,450.93078379060216,-5.01094514483001,0.17364468322295962,47.21770458109943
7,17,18,train,414.36199074007084,-6.015874839002558,0.1951844341759701,50.58330356263858
7,17,18,train,325.0723423934145,-6.028957824055912,0.1951844341759701,50.58330356263858
3,17,18,train,753.9545166302354,-2.0000756067806886,0.09409823150000535,24.960349684730367
2,17,18,train,614.4423318203714,-1.0009546175883977,0.1866375521728434,41.34835344676217
7,17,18,train,363.90030445536587,-6.041189724173782,0.1951844341759701,50.58330356263858
2,17,18,train,749.3979984568878,-1.0012360522104244,0.1866375521728434,41.34835344676217
10,17,18,train,292.1323042897404,-9.044684160784996,0.1600649075942993,40.57532393641341
10,17,18,train,252.19063489920504,-9.063798061856728,0.1600649075942993,40.57532393641341
7,17,18,train,302.9814736483609,-6.0594810514177375,0.1951844341759701,50.58330356263858
3,17,18,train,521.9770240610113,-2.0060951501245374,0.09409823150000535,24.960349684730367
6,17,18,train,313.49064756027764,-5.034387194981853,0.17364468322295962,47.21770458109943
2,17,18,train,767.2571605236184,-1.001428140830498,0.1866375521728434,41.34835344676217
9,17,18,train,229.97826352061352,-8.08652198762022,0.19335894828298797,40.07281839651569
5,17,18,train,481.98419009146596,-4.010903271563315,0.1344435455926557,44.0701189919666
2,17,18,train,690.9268232976934,-1.0015650482408898,0.1866375521728434,41.34835344676217
10,17,18,train,261.84913456969497,-9.078077251877577,0.1600649075942993,40.57532393641341
2,17,18,train,577.8264343467728,-1.0024504156196514,0.1866375521728434,41.34835344676217
6,17,18,train,327.1354807669396,-5.038705350562357,0.17364468322295962,47.21770458109943
8,17,18,train,279.7672739024392,-7.057235630893382,0.12654271901979253,42.295454355130275
6,17,18,train,298.3883377421186,-5.049064224435982,0.17364468322295962,47.21770458109943
5,17,18,train,363.58557370606957,-4.014032921108406,0.1344435455926557,44.0701189919666
2,17,18,train,581.2419668905478,-1.0031790391863238,0.1866375521728434,41.34835344676217
5,17,18,train,412.1460004017256,-4.014720657272102,0.1344435455926557,44.0701189919666
10,17,18,train,218.22706957898188,-9.086495958829403,0.1600649075942993,40.57532393641341
2,18,19,train,1458.8669320397755,-1.000021669869102,0.20867167206008863,39.33270594324381
9,18,19,train,321.70271974735255,-8.04277955305248,0.11410999603357837,35.30244094900464
6,18,19,train,580.1175416613578,-5.0031290497464145,0.1003217982984573,32.601260245476546
3,18,19,train,629.4363394363543,-2.0052980173092974,0.22440413812622026,56.09609035457416
3,18,19,train,488.981652193554,-2.005729889839185,0.22440413812622026,56.09609035457416
7,18,19,train,307.76885501650673,-6.0285941813909805,0.11174692175518007,38.60402884530511
5,18,19,train,335.04433838667103,-4.027211776792684,0.274677961119434,78.05664790050838
4,18,19,train,528.4764765553309,-3.0054362095940963,0.13519946036929006,37.789548484661175
2,18,19,train,1003.4901124882414,-1.000032200193556,0.20867167206008863,39.33270594324381
2,18,19,train,900.086364241095,-1.0000992441255767,0.20867167206008863,39.33270594324381
10,18,19,train,253.78957214032877,-9.074292657946705,0.1648951171510346,44.87499862804284
8,18,19,train,247.85730605899008,-7.051927595066609,0.12593319376671686,38.44962353586139
7,18,19,train,334.5836823755849,-6.031963895526329,0.11174692175518007,38.60402884530511
6,18,19,train,544.5800583024073,-5.010950698837014,0.1003217982984573,32.601260245476546
2,18,19,train,669.4444752889067,-1.0006758818546795,0.20867167206008863,39.33270594324381
3,18,19,train,456.19204332319515,-2.0094977041640845,0.22440413812622026,56.09609035457416
7,18,19,train,290.2974441918767,-6.033532915216999,0.11174692175518007,38.60402884530511
7,18,19,train,337.17095155127384,-6.040047350659914,0.11174692175518007,38.60402884530511
4,18,19,train,432.858504065917,-3.010646641982865,0.13519946036929006,37.789548484661175
9,18,19,train,289.66677313083176,-8.059114464485576,0.11410999603357837,35.30244094900464
7,18,19,train,309.0390692404975,-6.046393254147299,0.11174692175518007,38.60402884530511
4,18,19,train,414.4996504162771,-3.018007163537576,0.13519946036929006,37.789548484661175
6,18,19,train,364.62614875575247,-5.028861327305583,0.1003217982984573,32.601260245476546
2,18,19,train,664.8181464588882,-1.0008294678488812,0.20867167206008863,39.33270594324381
9,18,19,train,222.9168679322447,-8.067964667620515,0.11410999603357837,35.30244094900464
2,18,19,train,651.459109751174,-1.0024895255861082,0.20867167206008863,39.33270594324381
10,18,19,train,222.51128291388886,-9.100437200298277,0.1648951171510346,44.87499862804284
6,18,19,train,350.42047373092817,-5.032507653688799,0.1003217982984573,32.601260245476546
9,18,19,train,289.9585241445541,-8.07495988520545,0.11410999603357837,35.30244094900464
4,19,20,train,601.9262689476833,-3.00072546420342,0.14232226336125384,44.82317162372043
2,19,20,train,703.798414306611,-1.001239325445293,0.19715168966285476,34.67762624506666
10,19,20,train,272.75021061820854,-9.043811802368516,0.12389537309597122,36.96327599241407
5,19,20,train,747.2321720510967,-4.000709867037704,0.1703747230773744,40.712781179980766
3,19,20,train,759.8764022116179,-2.0001318613581827,0.2514608118877302,67.1271779235772
8,19,20,train,294.9196717244221,-7.057124876450761,0.1371211587132751,40.98474355910105
3,19,20,train,578.0097721782387,-2.002326467493775,0.2514608118877302,67.1271779235772
6,19,20,train,325.10238844843326,-5.020651126219871,0.1590418557456978,42.55913595004582
10,19,20,train,222.05246124731238,-9.0840613383,0.12389537309597122,36.96327599241407
8,19,20,train,267.7860800096908,-7.0668388719691855,0.1371211587132751,40.98474355910105
7,19,20,train,407.19058613157796,-6.0128185520547115,0.19294289702356632,52.343816148430626
5,19,20,train,467.40138889164234,-4.006973964028826,0.1703747230773744,40.712781179980766
4,19,20,train,420.63617817411534,-3.0072370233031616,0.14232226336125384,44.82317162372043
9,19,20,train,288.89351262771333,-8.081281994570498,0.16971255970720642,40.250764475702006
7,19,20,train,349.1920040874419,-6.026250250513681,0.19294289702356632,52.343816148430626
7,19,20,train,350.10211955443,-6.040246300742775,0.19294289702356632,52.343816148430626
6,19,20,train,306.5754311013012,-5.030943492778819,0.1590418557456978,42.55913595004582
2,19,20,train,609.666080062404,-1.0018053747818112,0.19715168966285476,34.67762624506666
4,19,20,train,401.98064656700654,-3.0166385644111333,0.14232226336125384,44.82317162372043
5,19,20,train,428.02272847658526,-4.007211479576117,0.1703747230773744,40.712781179980766
5,19,20,train,502.8228992044618,-4.013657802773449,0.1703747230773744,40.712781179980766
3,19,20,train,574.7454301167004,-2.002632200267661,0.2514608118877302,67.1271779235772
5,19,20,train,347.14214289161646,-4.018890567329044,0.1703747230773744,40.712781179980766
6,19,20,train,314.10461670401145,-5.034024141738687,0.1590418557456978,42.55913595004582
7,19,20,train,275.6249225145903,-6.051380356633211,0.19294289702356632,52.343816148430626
3,19,20,train,528.7086445794479,-2.0037509768904274,0.2514608118877302,67.1271779235772
3,19,20,train,470.63178949401936,-2.0063172627799424,0.2514608118877302,67.1271779235772
8,20,21,train,541.6228928996751,-7.007540686551718,0.15945612313146404,39.30622992186629
3,20,21,train,625.7486367864028,-2.0012270647721504,0.1641876616609315,39.08908394955506
4,20,21,train,527.7776300689156,-3.006115201936121,0.17788573018312356,51.56618158397726
7,20,21,train,323.88261128706046,-6.030805997313699,0.10534211996518428,34.672817165433486
8,20,21,train,363.8755252242754,-7.022571035395546,0.15945612313146404,39.30622992186629
8,20,21,train,294.2268563818276,-7.026453772070576,0.15945612313146404,39.30622992186629
5,20,21,train,426.362276723469,-4.01186603674924,0.18913773395483652,46.905720246260344
2,20,21,train,897.0040580610408,-1.0002844096171146,0.2075890964313799,25.811262150324985
9,20,21,train,326.93254387034926,-8.041109819191181,0.105470713118843,32.972702536171454
7,20,21,train,334.59420776726944,-6.0317854293048025,0.10534211996518428,34.672817165433486
2,20,21,train,597.0409794751199,-1.002277781656907,0.2075890964313799,25.811262150324985
6,20,21,train,442.37810166280264,-5.019317023129078,0.09990434354766839,27.074726311914073
6,20,21,train,359.352099136737,-5.0220623688571004,0.09990434354766839,27.074726311914073
8,20,21,train,281.40211595156336,-7.038424916789035,0.15945612313146404,39.30622992186629
5,20,21,train,410.16219226430894,-4.019718002316628,0.18913773395483652,46.905720246260344
6,20,21,train,367.7470939331359,-5.02219901198852,0.09990434354766839,27.074726311914073
3,20,21,train,619.9642197803358,-2.0019466254813096,0.1641876616609315,39.08908394955506
9,20,21,train,285.91298635333794,-8.060431471930324,0.105470713118843,32.972702536171454
3,20,21,train,529.6125193955546,-2.003597509337905,0.1641876616609315,39.08908394955506
4,20,21,train,508.3902682955531,-3.007174692749575,0.17788573018312356,51.56618158397726
5,20,21,train,373.5572727945909,-4.02311829388319,0.18913773395483652,46.905720246260344
10,20,21,train,265.4614262369386,-9.060312254769215,0.11946438011366943,32.38415555355894
7,20,21,train,294.5096990124026,-6.0591729569192765,0.10534211996518428,34.672817165433486
4,20,21,train,412.42276863313725,-3.009994966944187,0.17788573018312356,51.56618158397726
3,20,21,train,465.20402707784064,-2.0073121783432173,0.1641876616609315,39.08908394955506
9,20,21,train,253.9230229579341,-8.065730368329959,0.105470713118843,32.972702536171454
9,20,21,train,269.6548553791137,-8.079212491868391,0.105470713118843,32.972702536171454
10,20,21,train,262.8207852156747,-9.065393717628567,0.11946438011366943,32.38415555355894
2,20,21,train,666.6455858763784,-1.0024161901150328,0.2075890964313799,25.811262150324985
10,20,21,train,269.96776477507535,-9.074240152865768,0.11946438011366943,32.38415555355894
6,20,21,train,401.65769661799914,-5.029570550984671,0.09990434354766839,27.074726311914073
6,20,21,train,368.9511385482698,-5.029684901117642,0.09990434354766839,27.074726311914073
8,20,21,train,237.7059699756049,-7.083727574822382,0.15945612313146404,39.30622992186629
10,21,22,train,282.2232072395104,-9.030048792573018,0.154172718058545,50.74516125075437
5,21,22,train,411.80339582231585,-4.014700043191151,0.13630203844063657,36.781147146099485
6,21,22,train,440.130308231835,-5.019620957674576,0.18574536098002,47.658194537442874
10,21,22,train,286.4685570711937,-9.040992814180957,0.154172718058545,50.74516125075437
4,21,22,train,583.1557488155553,-3.003429855208551,0.062110072088949,21.515202395252704
4,21,22,train,483.5078740359638,-3.0103407985043633,0.062110072088949,21.515202395252704
2,21,22,train,823.6405558533522,-1.000051258307045,0.18605175717443168,25.661002986841915
9,21,22,train,331.52198810229345,-8.028462078405106,0.18903164168153175,42.69439078214604
7,21,22,train,351.5935813545676,-6.038634613670663,0.17269382056218455,46.32977611138082
8,21,22,train,287.1663459948354,-7.054128772408451,0.17209839626918083,47.63467565533603
9,21,22,train,260.55663920534647,-8.047964769121874,0.18903164168153175,42.69439078214604
9,21,22,train,313.15447418653105,-8.053576644610624,0.18903164168153175,42.69439078214604
10,21,22,train,317.69722545916056,-9.063973212044882,0.154172718058545,50.74516125075437
6,21,22,train,333.8831605402139,-5.0429807935214574,0.18574536098002,47.658194537442874
10,21,22,train,274.3074361174525,-9.069685788020843,0.154172718058545,50.74516125075437
2,21,22,train,809.4161460257237,-1.0002071031956965,0.18605175717443168,25.661002986841915
10,21,22,train,229.9640023385913,-9.099278932485952,0.154172718058545,50.74516125075437
7,21,22,train,320.5810542036171,-6.045655413947282,0.17269382056218455,46.32977611138082
2,21,22,train,663.2549690135955,-1.0005740640372434,0.18605175717443168,25.661002986841915
8,21,22,train,255.7879683604689,-7.054620398439887,0.17209839626918083,47.63467565533603
3,21,22,train,662.7042077012914,-2.001364790487094,0.08611473726838667,29.720453899431874
8,21,22,train,268.06257757089935,-7.071885940989825,0.17209839626918083,47.63467565533603
3,21,22,train,630.3988006181258,-2.0022199942164316,0.08611473726838667,29.720453899431874
3,21,22,train,542.5221765061983,-2.004720898652802,0.08611473726838667,29.720453899431874
2,21,22,train,667.7938588959113,-1.0009131780966234,0.18605175717443168,25.661002986841915
2,21,22,train,633.864548907241,-1.0011784560435966,0.18605175717443168,25.661002986841915
9,21,22,train,239.94027283644354,-8.060001470509164,0.18903164168153175,42.69439078214604
9,21,22,train,277.2376514933607,-8.068657507969514,0.18903164168153175,42.69439078214604
2,21,22,train,672.6644816421352,-1.0019768888329734,0.18605175717443168,25.661002986841915
3,21,22,train,517.7172185211901,-2.005035665629183,0.08611473726838667,29.720453899431874
8,22,23,train,326.5315759627093,-7.035723140223677,0.15639560405592298,44.83631321640443
6,22,23,train,350.6641374124642,-5.028395223708772,0.16099838921667994,36.3531938967479
5,22,23,train,599.6268472856478,-4.001015480220653,0.11539949829782124,34.80879539652361
4,22,23,train,465.5447476598807,-3.010392143597156,0.1903142343633884,43.94757197106005
7,22,23,train,280.63494115770135,-6.044487333206793,0.16887040991281352,44.089010149338726
10,22,23,train,259.9556712490117,-9.056362867909499,0.07208262861524624,31.297306977142544
5,22,23,train,370.58180057638833,-4.027468378546536,0.11539949829782124,34.80879539652361
4,22,23,train,490.234362453696,-3.011172166617209,0.1903142343633884,43.94757197106005
2,22,23,train,608.5818277279944,-1.00226032771305,0.11587317949538971,22.97599121789474
3,22,23,train,763.6469195319049,-2.000181462711689,0.13791576915200637,32.74052669887894
10,22,23,train,239.36637675572095,-9.06174070809916,0.07208262861524624,31.297306977142544
10,22,23,train,254.65614189445108,-9.077057003934502,0.07208262861524624,31.297306977142544
9,22,23,train,260.15187034459643,-8.06765055941884,0.13858634210679738,39.009687889929545
8,22,23,train,246.5590818973859,-7.058009011480579,0.15639560405592298,44.83631321640443
3,22,23,train,759.8865655193522,-2.001515590875413,0.13791576915200637,32.74052669887894
6,22,23,train,389.99400257299163,-5.034357314023532,0.16099838921667994,36.3531938967479
5,22,23,train,412.46876695371924,-4.0313056092311745,0.11539949829782124,34.80879539652361
3,22,23,train,694.2400447692468,-2.0018134064961206,0.13791576915200637,32.74052669887894
3,22,23,train,524.2210140998342,-2.0050751193290415,0.13791576915200637,32.74052669887894
8,22,23,train,300.98618178704186,-7.059165980292014,0.15639560405592298,44.83631321640443
4,22,23,train,403.46643706834084,-3.0115974011733933,0.1903142343633884,43.94757197106005
3,22,23,train,503.1408648725475,-2.0069290135840054,0.13791576915200637,32.74052669887894
4,22,23,train,455.55206887088633,-3.0190749544426176,0.1903142343633884,43.94757197106005
2,22,23,train,549.4377901542175,-1.0032353351521974,0.11587317949538971,22.97599121789474
7,23,24,train,290.9431905353635,-6.040323223815216,0.2291780063413598,57.933987696822854
3,23,24,train,537.2783339873553,-2.003458066093685,0.1696047565378744,44.026341138224524
2,23,24,train,626.9924262682781,-1.0015788404431198,0.15263127914123484,34.48899846828572
2,23,24,train,635.4206611637336,-1.0025195301053023,0.15263127914123484,34.48899846828572
3,23,24,train,494.6356710237273,-2.0079460221684142,0.1696047565378744,44.026341138224524
4,23,24,train,731.7808731789786,-3.0029230186720803,0.16102251879562635,44.52163181937399
9,23,24,train,286.9160488286433,-8.06858498104835,0.1971032245707739,43.65658327623225
8,23,24,train,392.3779462123393,-7.010493866998602,0.12298621285919735,33.252568902843485
8,23,24,train,283.80403348060713,-7.046587239366795,0.12298621285919735,33.252568902843485
6,23,24,train,387.2809425502087,-5.021422194521954,0.15918328586285982,50.13005595433507
10,23,24,train,244.36820946757285,-9.063613738545348,0.14409796988578674,33.851215639718426
4,23,24,train,551.6760485918431,-3.0085417790154865,0.16102251879562635,44.52163181937399
4,23,24,train,402.39080711584097,-3.0100981035791006,0.16102251879562635,44.52163181937399
5,23,24,train,455.91435556010805,-4.010470576362334,0.19779792106032823,43.07302505742238
9,23,24,train,234.02072725519898,-8.074509756005211,0.1971032245707739,43.65658327623225
10,23,24,train,245.07086187779635,-9.090759829434386,0.14409796988578674,33.851215639718426
8,23,24,train,283.3861488458041,-7.060829946685636,0.12298621285919735,33.252568902843485
7,23,24,train,317.79653190590454,-6.040988008046769,0.2291780063413598,57.933987696822854
2,23,24,train,569.6244814072207,-1.0032352470012849,0.15263127914123484,34.48899846828572
7,23,24,train,255.35451578536896,-6.041282662264967,0.2291780063413598,57.933987696822854
7,23,24,train,267.9985365349298,-6.056168877361677,0.2291780063413598,57.933987696822854
4,23,24,train,497.1730377514015,-3.0122874330027405,0.16102251879562635,44.52163181937399
5,23,24,train,342.2686011512372,-4.017772511312082,0.19779792106032823,43.07302505742238
6,23,24,train,321.8440276362239,-5.0224965628784854,0.15918328586285982,50.13005595433507
10,24,25,train,215.63206860924086,-9.099451882862502,0.1841820025988572,46.31362163231712
4,24,25,train,647.1935245810865,-3.0056033520098886,0.1124971718424766,35.2104355991698
9,24,25,train,294.140717463876,-8.030782579349161,0.0992166399536571,30.637742330384626
4,24,25,train,490.4752883313142,-3.0068405375467813,0.1124971718424766,35.2104355991698
9,24,25,train,292.00203947337286,-8.038711744131847,0.0992166399536571,30.637742330384626
