k,best_labels,best_centroids,best_cost,silhouette,ch_score,inertia
8,[6 5 1 ... 6 6 3],"[[-0.2593684   3.43146398 -0.42269959  0.62004434 -0.47929508  1.63756632
   2.47588042  1.46617692]
 [ 0.04132123 -0.34787455 -0.38641585  0.07978586  0.86460729  0.41344527
   0.11329762  2.1762024 ]
 [-0.70278816 -0.13749604  0.50897749  0.75760023  0.42969945  0.47476092
   2.15771515  1.96729218]
 [ 0.58204144 -0.65123278 -0.5835186   1.09220945  0.91912301  1.17326829
   4.1453003   0.1782838 ]
 [ 2.33087662 -0.54847293 -0.58495794  0.49556252  1.14912056  1.22619524
   7.04363233  1.68090582]
 [ 0.47012914 -0.26425769  0.39317226  0.8095997   1.10842226  0.60730972
   0.39532985  0.58095392]
 [-0.948463   -0.44919095  0.48624443  0.32329422  0.08738673  0.4690212
   4.92427317  1.90158218]
 [-1.56179949 -0.48519878 -0.23202055 -0.19309145 -0.02926056  0.86873021
   7.53770484  1.54536821]]",31183.988002974584,0.24548689341079463,2750.3870123601755,31183.98800297461
8,[3 6 0 ... 4 4 6],"[[-1.61790814e-01 -1.30665912e+00  1.75593566e-01 -3.54370918e-02
   3.05622561e-01  2.35572178e-01  1.36782200e+00  1.96652382e+00]
 [ 7.15568780e-01 -1.23442179e+00  7.51361751e-01  2.87522497e-01
   1.68297413e+00  3.23476813e-01  2.65946862e+00  8.44216899e-01]
 [-7.62138939e-01  1.29076458e+00 -1.02213158e+00  6.52210790e-01
   3.70149351e-01  1.42769834e+00  4.15680466e-02  1.92005097e+00]
 [-1.46577869e+00 -5.67144695e-01  1.70318244e+00  1.41131125e+00
   2.82119407e-01  2.93414043e-01  5.07532605e+00  1.97175840e+00]
 [-3.35104192e-01 -7.93165360e-01  4.57306341e-01  2.05638540e-01
   6.25420174e-01 -9.66046327e-02  5.94493195e+00  1.74344497e+00]
 [-6.35517396e-01  1.00935630e+00 -4.30935989e-01  4.11215213e-01
   3.65711680e-03  5.28969829e-01 -5.04501123e-01  1.78158108e+00]
 [-3.66145177e-01  1.16217133e+00  1.67179142e-01  1.31303459e+00
   7.80676428e-01  5.55574976e-01  3.45651111e+00  7.39572311e-01]
 [ 2.34964818e-01  3.04157959e-01 -2.53818557e-01  6.54924839e-01
   5.73240061e-01  7.54020260e-01  2.40774801e-01  9.40432076e-01]]",38377.16531453435,0.16357912066566108,2214.318489640522,38377.16531453447
8,[0 5 7 ... 0 0 2],"[[-0.75578828 -0.09960242  0.29555902  0.59088305 -0.2202124   0.2196868
   5.08734246  1.76762702]
 [ 1.61798447  0.15573908 -0.31762676  1.10682761  0.89880739  0.60744923
   7.39756587  1.06670678]
 [ 0.14261858  0.70029035 -0.27691078  0.65545105  0.44260854  0.69538633
   3.87027404  0.95142261]
 [ 2.59471661 -0.40066257 -1.12791006  0.4462261   0.96411413  0.11630213
   7.3674401   1.82212433]
 [-1.02671082  0.21875197  0.29438101  0.86600234  0.76084662 -0.3291985
   5.77975374 -0.16430048]
 [ 0.04892734 -0.27736458  0.34044972  0.37863153  1.06118101  0.76512113
   0.25353247  0.26770836]
 [ 1.59803072 -0.87277085  1.26923371 -0.21669952  0.72399254  1.93999789
   6.3771583   2.19368949]
 [-0.4029745   0.37235984 -0.45562911  0.2354546   0.52886167  0.61816519
   1.63926253  1.89344842]]",34274.46177995922,0.1836749890407311,2150.959428914685,34274.461779959245
8,[1 0 4 ... 1 1 1],"[[ 0.62674982 -0.38579453  0.42592879  0.53161809  1.01552764  0.87636179
   0.53063123  0.1503947 ]
 [ 0.32000175 -0.56638186  0.26251701  0.62416765  0.53774546  0.17832676
   5.11695815  1.55912331]
 [-0.89734941  1.42458248  1.99489079  0.46752035  0.24409867 -0.8280757
   4.81869285  2.09284027]
 [-1.35952942  1.10978259  3.03343804 -0.60009224 -0.17124757  0.21045413
   4.11519451  1.57131605]
 [ 0.27279437 -0.03865123 -0.22196326  0.82869637  0.01060254  0.5264269
   0.5182937   1.73841   ]
 [-0.38097142  0.54820916  1.16727141 -0.424355    1.20909128  0.18487806
  -0.72603171  0.57439902]
 [-0.55983293  1.48939704  0.11193506  0.45397521  0.20254401  0.07923882
   4.65199313  1.73574367]
 [ 0.27318478  1.90132471 -0.24611208  0.73192129 -0.17835836  0.86708938
   0.47051654  1.8749273 ]]",38500.89636335853,0.14547338359565862,1779.3349757587703,38500.89636335859
8,[1 3 3 ... 4 1 3],"[[ 1.91336535  0.31395187  1.09923278  0.06714451  1.18013466  1.265848
  -0.8073708   0.35349756]
 [-1.20416987 -0.16158922  0.76042082  0.54238905  0.07413807  0.3728037
   5.37424288  2.16303062]
 [-0.73472522  2.87233159 -1.11036256  1.13284584  0.66057038  1.07216637
  -0.70235776  1.95109075]
 [ 0.23097254  0.57331401  0.2201064   0.73107019  0.83537147  0.9671232
   2.22077043  1.43092019]
 [ 0.45045229 -0.25335778 -0.724663   -0.18450974  0.42866954  1.35911655
   5.9041834   1.7784258 ]
 [-0.93866721  0.46267899  0.36600642  0.24542828  1.25353967 -0.96109173
   1.84053593 -0.15579559]
 [-0.36191824  1.94463042 -0.40658587  1.07256645  0.74825884 -0.18877572
  -0.29652552  0.64257698]
 [-0.19357469 -0.47346485 -0.57353782  0.26748891  0.91629103  0.85829949
   0.088351    0.98844772]]",37172.50732482231,0.15873422416993713,2169.723283663388,37172.50732482218
8,[5 6 2 ... 0 5 5],"[[-0.08946036 -0.20925242 -0.50594381 -0.05368865  0.47083134  0.16305752
   6.59463485  2.36893756]
 [-0.09748492 -1.2310854   0.98149151  0.51612143  0.55183524  0.62657995
   1.80810452  2.25579443]
 [-0.1020134  -0.12331899 -0.16567243  0.79345127  0.04401634  0.95974647
   1.65252117  2.28124189]
 [ 0.97536374 -0.14913241 -0.42925434  0.13203846  1.73075413  0.46673913
  -0.59868072  0.43968368]
 [ 0.77688324  1.03489464  1.99614647  0.35139724  0.7577013  -0.21056316
   2.02683764  0.16122924]
 [-0.46901088 -0.01326324  0.79732849  0.60240951  0.36797762  0.85606489
   4.4384455   1.10618563]
 [-0.2511352   1.68521762 -0.67701083  0.34405932  0.6235253   0.83773996
   0.40318712  0.56051777]
 [ 0.01020611  1.48680464  1.55203571 -0.27639866  0.80405171 -0.25191175
   2.815876    1.51022375]]",38701.579914441216,0.1912431735277209,2157.70680673543,38701.57991444114
8,[0 3 4 ... 0 0 0],"[[-3.80742515e-01 -3.78652670e-01  6.81338027e-01  6.96632445e-01
   2.29771022e-01  4.31592497e-02  4.59345947e+00  1.54643132e+00]
 [-5.05490416e-02  5.80828332e-01  2.54122650e-01  2.01380934e-01
  -1.78452629e-01  4.95174894e-02  6.46410128e+00  2.04058698e+00]
 [-6.50373722e-01  2.33028066e+00 -8.88300984e-01  8.93938849e-01
   4.86803454e-01  2.10904478e-01  7.50584847e-01  9.93792322e-01]
 [ 5.60470697e-01  4.06774985e-01  8.74860217e-01  1.03882949e+00
   1.21791386e+00  5.48219592e-01  6.31946991e-01  1.67780088e-03]
 [ 2.21471374e-01 -5.52919932e-01 -2.46820999e-01  4.52763309e-01
   5.55342644e-01  4.45198168e-01  7.08417292e-01  1.60117824e+00]
 [ 2.23864881e+00 -4.46623319e-01 -4.98112851e-01  6.22651290e-01
   2.33098376e-01  1.03688652e+00  8.05951038e+00  8.63702079e-01]
 [ 8.67016413e-01 -9.47412879e-01  1.95156186e+00  8.44029758e-01
   3.03513782e-01  1.75415563e+00  4.44658747e-01  5.36906221e-01]
 [-9.39914839e-01 -4.31151168e-01 -1.10633949e-01  1.63810760e+00
   1.04341355e+00  9.44144567e-01  6.28467293e-01 -2.73641981e-02]]",35092.410171044074,0.17115583447671717,2261.5851906462162,35092.410171044176
8,[1 5 5 ... 1 1 1],"[[-1.46517525  1.52100158 -0.33038087 -0.05502747 -0.53161802  1.25912305
  -1.50016224  2.63257231]
 [ 0.30060506 -0.27025072  0.34155439  0.72070453  0.83381422  0.22953816
   5.20416276  1.47332624]
 [-0.77551637  1.64265194 -1.13423073  0.61635572  0.13437735  1.38736755
   0.06814468  2.72456243]
 [-1.93888205  0.94804296  1.47615619  0.31786263  0.34841662  1.23805781
   0.51995605  1.89883732]
 [-0.5808527   0.07889665 -0.58802207  0.34849083  0.40300628 -0.19353292
   0.62283632  2.47412666]
 [ 0.44866978 -0.11816531 -0.62385775  0.78378003  1.01544743  1.0355737
   0.63122167  0.23221743]
 [-1.53840947  2.85380694  0.10171534  0.57334003  1.22828513  0.64544404
   2.28728721  1.12758547]
 [-1.56435001  1.19685822 -0.50358953  0.82503524 -0.57569879  1.94188168
  -0.21154658  1.99618944]]",44251.47658757094,0.14889683074645652,1751.2870305729707,44251.47658757099
8,[5 4 2 ... 5 5 1],"[[ 0.46928317  0.08055773  0.08843766  0.05129945  1.23302919  0.87454141
  -0.14768222 -0.34498955]
 [ 1.11847592 -0.64363601 -0.41026389  1.22345764  0.60303804 -0.09067404
   3.60354988 -0.45908375]
 [ 0.3457891  -0.86158419 -0.63774881  1.09626414  0.77231331  0.51725689
   0.41565299  0.88120566]
 [-0.49981838  0.25523301 -0.27118629  1.11658594  0.89404036  0.760071
   3.52375787  2.23372288]
 [-0.61994063  1.38376638 -0.79452032  0.05182799  0.60010985  0.84420846
   1.12097777  1.42599987]
 [-0.77657152  0.05188516  0.62493773  0.71886192  0.08490288  0.39131544
   5.13216774  1.55761538]
 [ 0.90172719  0.82453504 -0.39289223  0.29360387  1.32106778  0.16123936
   6.90550753  1.28788847]
 [-0.23991879 -0.72532585  0.96729039  1.31271318  0.90768149  0.20394623
   0.29962554  1.7660984 ]]",32900.884823416585,0.1869079263393108,2610.7604961088055,32900.88482341658
8,[4 0 3 ... 4 4 3],"[[ 0.26443312 -0.74139288 -0.27965255  0.58662712  1.28005143  0.87004921
   0.37857693  0.46978026]
 [-1.19764416  0.85120472 -1.02581788  0.54551237  0.61177289  0.79964819
   2.09593193  2.08449219]
 [ 1.09947839 -0.75886329  1.43881834  1.46002828 -0.01554666  0.31643496
   3.1412004   2.10393625]
 [ 0.55749454 -0.49232339 -0.04207233  0.91370279  1.06754842  1.03266702
   3.56496928  0.92353862]
 [ 0.04819194 -0.29355983 -0.20350159  0.05969171  0.79586536  0.71376667
   5.90799499  1.81789719]
 [-0.38255278  0.84060009 -0.06480646  0.19977733  0.60240564  0.65344228
   0.05575628  2.10251583]
 [-0.56720262  1.97562606  1.22759956  0.63183523 -0.5364049   0.99202572
   4.79000787  1.17394691]
 [ 1.48136442  1.04799383  0.31475323  1.31715854  0.51242418  0.36123674
   3.55123511 -0.64490686]]",36786.14375064263,0.15917800770730697,2029.419653865626,36786.14375064269
8,[1 4 4 ... 1 1 1],"[[ 0.4127015   0.02545878 -0.46561741  0.67712254  0.82782542 -0.27287974
  -0.24157226  2.33707833]
 [-0.60810082  0.49851613 -0.16741034  0.89808115  0.2524647   0.61900874
   4.32868368  1.58378895]
 [ 0.62550114  1.37049674  0.14404927 -0.67382018 -0.41943293  1.21626207
   0.26829771  1.65865067]
 [ 0.2203494   1.26338299 -0.95820224  0.05794121  0.34744301  1.11762952
   0.04553171  1.31751446]
 [ 0.40355014  0.23467536 -0.56685877  0.17857671  1.1192431   0.26716089
   2.09412255  0.48831678]
 [-1.38134135 -0.31760944  1.16987734  0.46270899 -0.38242496  0.44643594
   3.2250289   1.88666453]
 [ 2.33796959 -0.24705558 -0.68318431  0.87990408  0.80753955  0.6836519
   6.94788917  1.67137092]
 [ 0.2680883  -0.18284302  0.30275474  0.52305172  0.19385868  1.05895845
  -0.20266931  0.35925052]]",35609.78062641318,0.1639273735349314,2304.8481001454934,35609.78062641318
8,[1 0 3 ... 2 1 1],"[[ 0.37795575 -0.15712423  0.47743889  0.45036168  0.85417976  0.69302869
   0.29023346 -0.03799649]
 [ 0.31147538 -0.3242798   0.34550302  0.81682196  0.62542931  0.84014273
   4.26807346  1.26845221]
 [-0.34652794 -0.3280103  -0.57714451 -0.31259239 -0.04113998  0.52246213
   3.4951007   1.98298559]
 [ 1.46099792  0.82256821 -0.69139093  0.04680106  0.58962497  0.37126901
   2.1348482   1.97389091]
 [ 2.59380807 -0.08761041 -0.17315076  0.64963675  0.43043536  0.171727
   7.08518638  1.22121912]
 [-1.01487225  2.58826564  1.15391253  0.30531194 -0.11183442  0.19875659
   4.83939082  1.39328774]
 [ 0.12036181 -1.05643114 -0.89710839  0.28030306  0.25359958  1.00733018
   0.18324767  1.49686792]
 [-0.95464138 -0.62181031  0.12571931  1.53301015  0.63345777 -0.02018057
   0.58874516  2.89927419]]",36646.64168651685,0.18105971010298752,2328.0401351623136,36646.6416865167
8,[6 5 2 ... 6 6 6],"[[-1.42730002 -1.3764306   2.19025436  1.3383161   0.38550423 -0.41756479
   0.91240979  2.56949603]
 [-1.09947383  0.84051982 -0.59792455  0.34125785 -0.14394833  1.1488728
   0.07571612  2.78955555]
 [ 0.16148566  0.04675792 -0.87317663  1.08426171  0.58883766 -0.07784281
   2.73018296  2.67522146]
 [-0.41852658  1.8917287   1.51124116  0.74378981  1.10818411  1.40117281
   2.12350479  0.23437079]
 [ 1.06834512  0.24176757 -0.38074692  0.87137317  0.50277747  0.24420746
   7.05846716  1.6199248 ]
 [-0.87815176  0.38488822  0.20465582  1.34294955  1.42124531  0.43292307
   1.00536367 -0.38965728]
 [ 0.12826227 -0.16219236  0.5534931   0.58926646  0.12563479  0.783183
   4.06303489  1.19249934]
 [ 0.02221623 -0.42303316  0.91365307 -0.05231012  1.08796762  1.52566743
  -0.03654116  0.63817059]]",39419.16722815765,0.17801887112157708,2219.3551482088546,39419.167228157654
8,[0 7 5 ... 6 0 6],"[[-1.70686597 -0.21694118  0.47374453  0.69103803  0.16521374  0.76183309
   4.27128749  2.08197663]
 [ 1.4928682   1.744296   -0.88380514  0.10986324  1.33682344  1.29650975
   2.37309457  0.48803738]
 [-1.02964629 -0.07376553  1.5948981   0.41075713  0.73813991  0.05217336
   5.92054599  1.76595045]
 [-0.14811164  0.15576876 -0.23289631  0.20823071  0.35008124  0.52895445
   0.20325064  1.76670929]
 [ 0.59743658  2.45408426 -1.49592723  1.00385887  1.33896326  0.47053132
   4.58099006  1.8451507 ]
 [-0.11345974  0.55657326 -0.91648476  1.00039398  1.21844332  0.72334581
   3.61272314  1.65277458]
 [ 0.56561546  0.17419047 -0.34082599  0.27025285  0.88508093  0.86052317
   5.01070919  1.08875036]
 [ 0.15666851 -0.61013849 -0.15193834  0.69664471  0.69829132  0.42280771
   0.19344511  0.06209488]]",37007.57833489946,0.1653021216582689,2093.1184371227046,37007.57833489943
8,[4 6 5 ... 4 4 3],"[[-0.45981741 -0.24145102  1.85391746  1.01831188  0.25530613  0.34489864
   0.89950598  1.08627858]
 [ 1.48723131  0.04837276 -0.62262014 -0.85499595  0.72946063  0.84442827
  -0.10395006  0.62420935]
 [ 2.30420524 -0.93347297  0.76040817  0.787904    0.96107064  0.20428901
   6.8119319   1.67856905]
 [ 0.22217894 -0.66060306  0.06468793  0.70283947  0.92647054 -0.04713072
   3.27173092  1.05453618]
 [-1.02367086  0.26877218  0.68719708  0.54528423  0.21973082  0.64019431
   5.70482073  1.86835713]
 [ 2.27223061 -0.88622677 -1.47108545  0.7857167   0.79014838  1.5446997
   0.28161295  1.94489513]
 [-0.46132515 -0.24503856  0.01051554  0.6838491   0.34972079  0.73660082
   0.09070701  0.39413408]
 [-0.55159988  0.46645812 -0.84062295  0.30591902  0.39183371  0.79014469
   0.94571643  2.55103826]]",33759.80517214738,0.17655139556840738,2449.719700142491,33759.80517214752
8,[2 1 7 ... 2 2 3],"[[-0.35210959 -0.31602544  0.16613646  0.27748163  0.20788302  0.08333677
   1.74062559  1.43510475]
 [-0.39701251  1.73731778  0.45958918  0.22998043  0.51881918  0.58616772
   0.53779005  0.22979463]
 [ 0.41433447 -0.05371923  0.28191446  0.7079754   0.41141983  0.41874305
   5.78019898  1.60159166]
 [-0.06045403 -0.66876127  0.63454064  1.66263175  1.34540919  1.68292945
   4.44400743  1.23183968]
 [ 0.58949443 -0.19218917  0.07590729 -0.02256613  0.71180666  0.77048501
   0.24668255  0.53237213]
 [-0.1766863   2.42346852  0.5037309  -0.30921584  0.34711531  0.21690912
   5.07555077  1.38937043]
 [-0.13517557  0.28648453 -0.22249494  1.08247206  0.02911108  0.12746473
   3.61987733  2.9175869 ]
 [-0.03486486 -0.41273422 -0.76136577  0.66869012  1.2551669   0.83085018
   0.39690231  2.60332872]]",37005.57465945325,0.15722947998486475,2124.5952057925065,37005.574659453145
8,[5 4 4 ... 5 5 5],"[[-0.14482797 -0.23800759 -0.79289867  0.58431873  0.34150071  0.50687886
  -0.07874693  1.90436773]
 [-0.28278392 -0.4687213  -0.99074787  1.37276648  0.35880648  1.49778163
   2.9050623   2.59619909]
 [ 2.09609212 -0.40327421 -1.43402838  0.30488648  1.66865846  0.86844033
   7.19328619  1.32698718]
 [ 3.0442157  -0.14862563 -0.47749029  1.2296725   0.46758688  0.38033247
   7.45756617  1.40719291]
 [ 0.36345681 -0.28169909 -0.3599198   0.3626852   1.11621435 -0.4965699
   1.98902085  0.69817202]
 [-0.67686997 -0.26362691  0.37041262  0.8804087   0.55167509  0.01703818
   5.1052682   1.95284177]
 [ 0.69421578 -0.71147463  0.0859657   0.19110661  0.90301177  1.13379991
   0.30371204 -0.19871662]
 [ 0.08858844  0.32370557 -0.31508028 -0.7482091  -0.42713884  1.4990607
   8.68825936  2.5036224 ]]",36118.55083370015,0.1784603221191485,2389.6309540942966,36118.5508337001
8,[3 0 5 ... 3 3 1],"[[-5.64305113e-02  5.24491448e-01  1.20341532e+00  2.88585718e-01
   8.35077468e-01 -9.47447537e-02  1.63291228e+00  1.77363324e-02]
 [ 3.00034015e-01 -1.58674324e-01 -2.33241025e-01  9.32424910e-01
   5.80243500e-01  8.58295426e-01  3.16249540e+00  4.65873953e-01]
 [-6.99741913e-02 -3.04542762e-01 -3.34290612e-01  6.49303247e-01
   1.05205292e+00  1.22917060e+00  3.14364143e-01 -5.59728913e-01]
 [-4.35185131e-01  3.54308246e-01  6.30484789e-01  1.51763651e-02
   6.60423067e-01  6.76529822e-01  5.91706962e+00  2.24748999e+00]
 [-3.41216058e-01  1.58140074e-01 -2.39851275e-01  4.75351074e-01
   3.59787552e-01  1.12305125e+00  1.01157987e-01  2.10937692e+00]
 [ 1.21300638e+00 -7.48777940e-01 -5.74243048e-01  5.45044589e-01
   7.50368967e-01  1.12131228e+00  2.97639469e+00  1.77231227e+00]
 [ 2.14547757e+00 -3.62543701e-01 -9.47692286e-01 -3.20670306e-01
  -1.28647736e-03  8.67053922e-01  6.64915486e+00  1.87871248e+00]
 [-1.28455583e+00  2.20224344e+00  2.30035559e-02 -6.13062216e-01
   1.51771571e+00  2.79808304e-01  2.25449155e+00  2.09185380e+00]]",34095.03558564266,0.21314308845878052,2576.131683807849,34095.03558564275
8,[4 2 5 ... 4 4 4],"[[ 0.15151254 -0.62239261 -0.00842204  0.84345827  0.87351684  1.17933516
   0.11498186  0.15972411]
 [-0.65634276  0.4765329   2.88454475 -0.2213414   1.70595643 -0.10729753
   2.09636317 -0.6312462 ]
 [-0.86845319  0.87558731 -0.06372527  0.09884037  0.39806409  1.05998593
   0.33782984  1.48006142]
 [ 1.08945839  1.04037544 -0.02711656  0.73881673  0.71563885  1.04647097
   7.12513817  1.20925479]
 [-0.36973775  0.41362746  0.38025426  0.6607957   1.00156829  0.38925233
   4.52457719  1.49015678]
 [-0.13083326  0.77467846 -0.55969551  0.51529831  0.13477629  0.39803905
   2.62892447  2.20436976]
 [-0.20358768 -1.16428148 -1.6250163   0.85033137 -0.03529494  1.80526098
   0.19592099  2.7705997 ]
 [-0.80475878 -0.04435879  0.70534377 -0.56496073  0.43576563  0.06066383
   0.50850289  2.20840399]]",36150.98679299505,0.18928693484044548,2346.7157081215664,36150.98679299514
8,[5 0 6 ... 5 5 0],"[[ 0.53945843 -0.34684084  0.79654381  0.60824788  0.57147668  0.70490233
   3.31996679  0.83463343]
 [-0.5889928   2.17220104  0.21916215  0.85335786  0.29284407  1.29903019
   1.76503131  1.43761224]
 [ 0.29243283  0.19935852  0.11953336 -0.08237742  1.51018013  0.47325393
   6.51448223  0.30874888]
 [-0.0863488  -0.66722473 -0.03020115  0.58908559  0.62901803  1.15434307
   0.41728602  1.02495392]
 [ 1.67423287 -0.62161337 -0.13362216  1.0389249   1.18244682  1.71212507
   6.74087056  2.21290051]
 [-0.88841177  0.15193559  0.29706659  0.60512717  0.46103721  0.52362668
   4.81619406  1.82246495]
 [ 1.2273818  -0.22350712 -0.63018497 -0.24191208  0.75719909  0.55242323
   0.52745258  1.35480046]
 [-0.45747737 -0.38231958 -1.9805862   0.1450957  -0.012397    1.28434473
   1.4844351   1.68702635]]",33204.42263335804,0.1685480617192491,2439.0358777950732,33204.422633358
8,[7 5 1 ... 7 7 7],"[[-1.96639621e-01 -1.21814213e-01 -4.37306449e-01  5.46358144e-01
   5.47293628e-01  8.92128087e-01  9.84303407e-03  1.16899923e+00]
 [ 3.62254278e-01 -7.13623420e-01  9.07061047e-02  7.83880774e-01
   4.86016997e-01 -8.25776681e-02  2.70077897e+00  1.51912058e+00]
 [ 1.18083275e+00  2.72313310e-01 -4.67197424e-01  8.30817206e-01
   1.65561841e-01  9.59708960e-01 -7.36306861e-02  2.00165738e+00]
 [-4.61252480e-01 -9.58520505e-01 -4.38461706e-01  6.67216472e-01
   1.02596318e+00  4.15400880e-01  1.86693699e+00 -1.74057548e-01]
 [ 1.74692630e+00 -3.69670518e-01 -6.65742454e-01  4.37102819e-01
   1.03903711e+00  5.16224942e-01  6.75158705e+00  1.12824986e+00]
 [-3.22956292e-01  6.06731592e-01  1.14627409e+00  9.86471743e-01
   1.22313172e+00  9.09070609e-01  2.50694250e+00  8.68484007e-01]
 [ 3.04719105e-01 -9.03594339e-01 -7.22106418e-01  1.33026425e+00
   1.41604078e+00  7.96854349e-02  8.01597807e+00  2.31500425e+00]
 [-6.97829956e-01 -5.17582134e-01  3.46173389e-03  5.46649829e-01
   5.17903596e-01  1.11793077e+00  5.05212065e+00  1.81377293e+00]]",34542.42513818869,0.15920593799134533,2302.1636856112214,34542.42513818886
8,[1 6 6 ... 0 1 0],"[[-0.01097763 -0.15700239 -0.06893352  0.70089998  0.31546431  0.31611605
   5.51936598  1.08515184]
 [-0.48963918 -0.36537678  0.77497217  0.59546249 -0.17685671  0.58813563
   4.76246108  1.57922454]
 [-0.0859831   1.66829819 -1.15233627  0.37104774  0.31095366  1.26550815
   0.91981842  2.06195719]
 [-0.0280035  -0.04744746 -1.25247357  0.84610342 -0.28155474  1.09574728
  -0.2375196   2.37163675]
 [-0.27976886  0.72440143 -1.19990182  0.80373598  0.11233363  1.54203335
  -0.14904373  2.3870562 ]
 [-0.57354277 -0.09999926 -0.67625222  0.83886685  0.18450908  1.36510416
   0.29717026  1.42340768]
 [ 0.66748568 -0.04533053 -0.18750855  0.2956852   0.92072434  0.7296699
   0.9246424   0.0571372 ]
 [-0.72695787 -1.11732128 -0.10072608  0.51183291  0.2739748   0.38197235
   0.86588042  2.10531164]]",38498.0154961874,0.12267673158087238,1979.8931584880158,38498.01549618743
8,[1 6 2 ... 1 1 6],"[[ 1.81210116 -0.67559056 -0.02591994  0.60190133  1.34515632  0.23051619
   5.68053033  1.31751723]
 [-0.62869755 -0.24428494  0.69748361  0.45401269  0.24475223  0.15640101
   5.11657735  1.9582398 ]
 [ 0.33015717  0.60777418 -1.1146124   0.62070088  1.05803742 -0.392105
   2.54401146  2.27600972]
 [-0.92160141  0.03473356 -1.16822371  0.620344    0.79753018 -0.06806077
   1.60110426 -0.09743428]
 [ 0.69218575 -0.4162157  -0.332931    0.23389571  0.65882192  0.68959515
   0.00664245  0.37824937]
 [-0.26266034  2.01208576 -0.64051559  0.42593403  0.05892925  0.06879201
   1.0600512   1.8363742 ]
 [-0.05653178  0.45347582  0.06916059  1.17677798  1.81061167  0.5540111
   2.7251264  -0.17507423]
 [-0.01682294 -1.31067175  0.3597262   1.02394328  0.9818194   0.4675827
   0.89906269  1.8606862 ]]",35104.64128506207,0.18334549715810483,2358.441373720318,35104.64128506211
8,[2 1 1 ... 0 2 3],"[[-8.01800177e-01 -8.27517482e-01 -1.12414878e+00  5.20482340e-01
  -4.10000416e-01  1.13952235e+00  5.34412930e+00  1.14240839e+00]
 [-7.09231303e-03 -3.78315591e-01 -1.40669984e-01  4.34257895e-01
   5.68949342e-01  8.80182352e-01  1.70346366e-01  1.12452745e+00]
 [-1.51225406e+00 -7.95931863e-01  1.16628209e+00  5.27627594e-02
   2.78890335e-01  3.04490727e-01  5.58137019e+00  1.42722320e+00]
 [-1.76560856e-01 -6.86853771e-01  4.53396088e-01  8.43840562e-01
   6.94627877e-01  5.19344183e-01  3.51034225e+00  1.18756623e+00]
 [-6.09552649e-01  1.97234585e+00 -7.21872115e-01  2.70987992e-01
   4.47235159e-01  6.45689285e-01  3.07689852e+00  1.74833667e+00]
 [-6.68085911e-01  1.90323788e+00  1.18346477e+00  1.22243077e-02
   6.76726628e-01 -1.79634344e-01  5.45914464e+00  2.23279175e+00]
 [ 2.06559289e+00 -4.27564341e-01 -3.51963762e-01 -7.83366402e-01
   1.22969418e+00  3.48467437e-01  7.16131382e+00  1.35522592e+00]
 [-6.74640822e-01  2.70991814e+00 -1.20047657e+00 -4.14025021e-01
   9.25801936e-02  1.22077453e+00 -3.83193934e-01  2.22277337e+00]]",32997.909590359595,0.21256935755942366,2489.305128112396,32997.90959035957
8,[2 0 4 ... 2 2 2],"[[-0.34506302  1.10259561 -0.63015092  0.77848987  0.57872034  0.64202621
   2.90172966  1.75023401]
 [ 2.35997954 -0.77712487 -0.23202948  0.78761185  0.17452171  1.03285447
   7.09233388  1.75307351]
 [ 0.12194806 -0.74788411  0.54763748  1.06604407  0.71391698  0.74841756
   4.37605114  1.52334893]
 [-0.39134376  0.88370283 -1.04748305  0.03392681  1.33186168  0.77790335
  -0.34243148  0.97471383]
 [ 0.20362876 -0.76772566 -0.42698613  0.50909065  0.43450908  0.91153415
   0.84202372  1.80115655]
 [-0.27234118 -0.45499612  0.25324179  1.30301271  1.34602117  1.47056174
  -0.20317471  0.10785899]
 [ 2.11424083  1.09861597 -0.42509602  0.0230999   0.84025259 -0.02475922
   6.57528198  1.00190151]
 [-1.46036529  1.15264479 -1.53289179 -1.15071148  0.1945313   0.73177706
   0.51699374  1.90307393]]",37523.55345453769,0.16546760725723927,2197.5512353880154,37523.55345453767
8,[6 4 1 ... 6 6 6],"[[-1.0534884   0.70233838  0.24370586 -0.06191578 -0.3841698   1.07001105
   2.51454746  2.11026741]
 [ 0.26689951 -0.5517828  -0.8263031   0.24885224  0.21271022  0.62079846
   0.09516951  1.62873688]
 [-0.17915361 -0.87197168  1.57901886 -0.01339221  0.37051839 -0.46330777
  -0.07041802 -0.10826549]
 [-1.98592116  0.73272741  1.01838015  1.04281631 -0.25862339 -0.4807987
   1.0626046   1.60401808]
 [-0.12930018  1.4169436  -1.34937955  0.43005796  0.51258581  1.08190787
   1.05271275  0.46154934]
 [ 1.48693784 -0.12856727  0.34477025  0.76863498  0.44279309 -0.18796447
   6.96044561  1.24935802]
 [-0.35482901 -0.59030287 -0.21495294  0.71323562  0.40130727  0.64874641
   3.86520509  1.3005921 ]
 [ 0.82917317 -0.36578706 -0.38483827  0.43990495  0.75308618  1.4025414
  -0.58447964 -0.27839572]]",37919.14114724792,0.1840908559963551,2166.8893424381135,37919.14114724809
